Majority.protein.IDs,Mean RF score,St Dev of score,Feature_count,Used_for_positive_training,Training_label,Protein.names,Gene.names,Summed_intensities,Fasta.headers
O75251;O75251-2,0.305518336164628,0.0742849645955165,10,"","","NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",NDUFS7,15766941950,">sp|O75251|NDUS7_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Homo sapiens GN=NDUFS7 PE=1 SV=3;>sp|O75251-2|NDUS7_HUMAN Isoform 2 of NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Homo sapiens GN=ND"
Q9NQS7-2;Q9NQS7,0.305497357046979,0.119725599400252,13,"","",Inner centromere protein,INCENP,25421762120,>sp|Q9NQS7-2|INCE_HUMAN Isoform 2 of Inner centromere protein OS=Homo sapiens GN=INCENP;>sp|Q9NQS7|INCE_HUMAN Inner centromere protein OS=Homo sapiens GN=INCENP PE=1 SV=3
Q9BSE5,0.305209397516801,0.10533631718291,13,"","","Agmatinase, mitochondrial",AGMAT,3548344480,">sp|Q9BSE5|SPEB_HUMAN Agmatinase, mitochondrial OS=Homo sapiens GN=AGMAT PE=1 SV=2"
Q9UHY1,0.305136493323381,0.0625804222234621,7,"","",Nuclear receptor-binding protein,NRBP1,44752402930,>sp|Q9UHY1|NRBP_HUMAN Nuclear receptor-binding protein OS=Homo sapiens GN=NRBP1 PE=1 SV=1
Q9NRC8,0.304562375676275,0.0816516742513306,5,"","",NAD-dependent protein deacetylase sirtuin-7,SIRT7,91419976,>sp|Q9NRC8|SIR7_HUMAN NAD-dependent protein deacetylase sirtuin-7 OS=Homo sapiens GN=SIRT7 PE=1 SV=1
Q06203,0.304456527314721,0.0588126257538741,6,"","",Amidophosphoribosyltransferase,PPAT,33688556870,>sp|Q06203|PUR1_HUMAN Amidophosphoribosyltransferase OS=Homo sapiens GN=PPAT PE=1 SV=1
O75937,0.304153625619595,0.126782138070969,14,"","",DnaJ homolog subfamily C member 8,DNAJC8,115183090553,>sp|O75937|DNJC8_HUMAN DnaJ homolog subfamily C member 8 OS=Homo sapiens GN=DNAJC8 PE=1 SV=2
P30740,0.304129847009008,0.115318404638146,15,"","",Leukocyte elastase inhibitor,SERPINB1,110142355151.9,>sp|P30740|ILEU_HUMAN Leukocyte elastase inhibitor OS=Homo sapiens GN=SERPINB1 PE=1 SV=1
P12931-2;P12931,0.304041332978007,0.0556295157899423,6,"","",Proto-oncogene tyrosine-protein kinase Src,SRC,51079759460,>sp|P12931-2|SRC_HUMAN Isoform 2 of Proto-oncogene tyrosine-protein kinase Src OS=Homo sapiens GN=SRC;>sp|P12931|SRC_HUMAN Proto-oncogene tyrosine-protein kinase Src OS=Homo sapiens GN=SRC PE=1 SV=3
P28066;P28066-2,0.304018615031213,0.108301024537229,13,"","",Proteasome subunit alpha type-5,PSMA5,428663912797,>sp|P28066|PSA5_HUMAN Proteasome subunit alpha type-5 OS=Homo sapiens GN=PSMA5 PE=1 SV=3;>sp|P28066-2|PSA5_HUMAN Isoform 2 of Proteasome subunit alpha type-5 OS=Homo sapiens GN=PSMA5
Q96ES7,0.303537130824119,0.0696659456540122,9,"","",SAGA-associated factor 29 homolog,CCDC101,1170836863,>sp|Q96ES7|SGF29_HUMAN SAGA-associated factor 29 homolog OS=Homo sapiens GN=CCDC101 PE=1 SV=1
Q16666-2;Q16666;Q16666-3,0.303394563225538,0.105707359500223,14,"","",Gamma-interferon-inducible protein 16,IFI16,169070956440,>sp|Q16666-2|IF16_HUMAN Isoform 2 of Gamma-interferon-inducible protein 16 OS=Homo sapiens GN=IFI16;>sp|Q16666|IF16_HUMAN Gamma-interferon-inducible protein 16 OS=Homo sapiens GN=IFI16 PE=1 SV=3;>sp|Q16666-3|IF16_HUMAN Isoform 3 of Gamma-interferon-inducib
Q9Y242,0.303235486204255,0.101717460342118,5,"","",Transcription factor 19,TCF19,125501340,>sp|Q9Y242|TCF19_HUMAN Transcription factor 19 OS=Homo sapiens GN=TCF19 PE=1 SV=2
Q9Y3A2;Q9Y3A2-2,0.303016399094142,0.110325251697706,13,"","",Probable U3 small nucleolar RNA-associated protein 11,UTP11L,6663815590,>sp|Q9Y3A2|UTP11_HUMAN Probable U3 small nucleolar RNA-associated protein 11 OS=Homo sapiens GN=UTP11L PE=1 SV=2;>sp|Q9Y3A2-2|UTP11_HUMAN Isoform 2 of Probable U3 small nucleolar RNA-associated protein 11 OS=Homo sapiens GN=UTP11L
P48059-3,0.30298161631603,0.0725372783119929,7,"","",LIM and senescent cell antigen-like-containing domain protein 1,LIMS1,68053543160,>sp|P48059-3|LIMS1_HUMAN Isoform 3 of LIM and senescent cell antigen-like-containing domain protein 1 OS=Homo sapiens GN=LIMS1
P36776-2;P36776,0.302976810210423,0.0996423728235491,15,"","","Lon protease homolog, mitochondrial",LONP1,247872565550,">sp|P36776-2|LONM_HUMAN Isoform 2 of Lon protease homolog, mitochondrial OS=Homo sapiens GN=LONP1;>sp|P36776|LONM_HUMAN Lon protease homolog, mitochondrial OS=Homo sapiens GN=LONP1 PE=1 SV=2"
Q9NXA8;Q9NXA8-2;Q9NXA8-3;Q9NXA8-4,0.302810656734332,0.107914542675824,8,"","","NAD-dependent protein deacylase sirtuin-5, mitochondrial",SIRT5,3956340720,">sp|Q9NXA8|SIR5_HUMAN NAD-dependent protein deacylase sirtuin-5, mitochondrial OS=Homo sapiens GN=SIRT5 PE=1 SV=2;>sp|Q9NXA8-2|SIR5_HUMAN Isoform 2 of NAD-dependent protein deacylase sirtuin-5, mitochondrial OS=Homo sapiens GN=SIRT5;>sp|Q9NXA8-3|SIR5_HUMAN"
Q8TF76,0.302805478857653,0.111357397397357,12,"","",Serine/threonine-protein kinase haspin,GSG2,2824748990,>sp|Q8TF76|HASP_HUMAN Serine/threonine-protein kinase haspin OS=Homo sapiens GN=GSG2 PE=1 SV=3
Q9BX68,0.302165341301878,0.110956625470385,15,"","","Histidine triad nucleotide-binding protein 2, mitochondrial",HINT2,71105840650,">sp|Q9BX68|HINT2_HUMAN Histidine triad nucleotide-binding protein 2, mitochondrial OS=Homo sapiens GN=HINT2 PE=1 SV=1"
Q9BYN8,0.301729783733861,0.0984097847119406,10,"","","28S ribosomal protein S26, mitochondrial",MRPS26,13207529060,">sp|Q9BYN8|RT26_HUMAN 28S ribosomal protein S26, mitochondrial OS=Homo sapiens GN=MRPS26 PE=1 SV=1"
P48163,0.301319899563045,0.0744277723734747,7,"","",NADP-dependent malic enzyme,ME1,56586517375,>sp|P48163|MAOX_HUMAN NADP-dependent malic enzyme OS=Homo sapiens GN=ME1 PE=1 SV=1
Q08378;Q08378-2;Q08378-4,0.301180375929758,0.06024224393568,5,"","",Golgin subfamily A member 3,GOLGA3,25202904519,>sp|Q08378|GOGA3_HUMAN Golgin subfamily A member 3 OS=Homo sapiens GN=GOLGA3 PE=1 SV=2;>sp|Q08378-2|GOGA3_HUMAN Isoform 2 of Golgin subfamily A member 3 OS=Homo sapiens GN=GOLGA3;>sp|Q08378-4|GOGA3_HUMAN Isoform 3 of Golgin subfamily A member 3 OS=Homo sap
O00418,0.301104633953775,0.0775764167077621,6,"","",Eukaryotic elongation factor 2 kinase,EEF2K,3930172467,>sp|O00418|EF2K_HUMAN Eukaryotic elongation factor 2 kinase OS=Homo sapiens GN=EEF2K PE=1 SV=2
Q7Z7F7;Q7Z7F7-2,0.30104759928429,0.0740684840695985,9,"","","39S ribosomal protein L55, mitochondrial",MRPL55,5897209366,">sp|Q7Z7F7|RM55_HUMAN 39S ribosomal protein L55, mitochondrial OS=Homo sapiens GN=MRPL55 PE=1 SV=1;>sp|Q7Z7F7-2|RM55_HUMAN Isoform 2 of 39S ribosomal protein L55, mitochondrial OS=Homo sapiens GN=MRPL55"
Q96CN9,0.300809839628185,0.049962603697629,5,"","",GRIP and coiled-coil domain-containing protein 1,GCC1,4966441630,>sp|Q96CN9|GCC1_HUMAN GRIP and coiled-coil domain-containing protein 1 OS=Homo sapiens GN=GCC1 PE=1 SV=1
Q96GD4;Q96GD4-5;Q96GD4-4,0.30075640275911,0.134836080600826,15,"","",Aurora kinase B,AURKB,21536954065,>sp|Q96GD4|AURKB_HUMAN Aurora kinase B OS=Homo sapiens GN=AURKB PE=1 SV=3;>sp|Q96GD4-5|AURKB_HUMAN Isoform 5 of Aurora kinase B OS=Homo sapiens GN=AURKB;>sp|Q96GD4-4|AURKB_HUMAN Isoform 4 of Aurora kinase B OS=Homo sapiens GN=AURKB
Q8IXB1;Q8IXB1-2,0.300730867083275,0.0880694497024682,5,"","",DnaJ homolog subfamily C member 10,DNAJC10,51477934727,>sp|Q8IXB1|DJC10_HUMAN DnaJ homolog subfamily C member 10 OS=Homo sapiens GN=DNAJC10 PE=1 SV=2;>sp|Q8IXB1-2|DJC10_HUMAN Isoform 2 of DnaJ homolog subfamily C member 10 OS=Homo sapiens GN=DNAJC10
P30622-1;P30622,0.300529419039336,0.0591707997056644,7,"","",CAP-Gly domain-containing linker protein 1,CLIP1,30567456748,>sp|P30622-1|CLIP1_HUMAN Isoform 2 of CAP-Gly domain-containing linker protein 1 OS=Homo sapiens GN=CLIP1;>sp|P30622|CLIP1_HUMAN CAP-Gly domain-containing linker protein 1 OS=Homo sapiens GN=CLIP1 PE=1 SV=2
Q32NC0;Q32NC0-2,0.300194865868057,0.0967950490507594,5,"","",UPF0711 protein C18orf21,C18orf21,135811484,>sp|Q32NC0|CR021_HUMAN UPF0711 protein C18orf21 OS=Homo sapiens GN=C18orf21 PE=1 SV=1;>sp|Q32NC0-2|CR021_HUMAN Isoform 2 of UPF0711 protein C18orf21 OS=Homo sapiens GN=C18orf21
O95478,0.300127815717755,0.0948068343036538,14,"","",Ribosome biogenesis protein NSA2 homolog,NSA2,7352654690,>sp|O95478|NSA2_HUMAN Ribosome biogenesis protein NSA2 homolog OS=Homo sapiens GN=NSA2 PE=1 SV=1
Q9BV79;Q9BV79-2,0.29922900168708,0.0632408730039056,8,"","","Trans-2-enoyl-CoA reductase, mitochondrial",MECR,4220510840,">sp|Q9BV79|MECR_HUMAN Trans-2-enoyl-CoA reductase, mitochondrial OS=Homo sapiens GN=MECR PE=1 SV=2;>sp|Q9BV79-2|MECR_HUMAN Isoform 2 of Trans-2-enoyl-CoA reductase, mitochondrial OS=Homo sapiens GN=MECR"
Q8N5C8-2;Q8N5C8,0.298875789891561,0.0632992796614274,7,"","",TGF-beta-activated kinase 1 and MAP3K7-binding protein 3,TAB3,43388565466,>sp|Q8N5C8-2|TAB3_HUMAN Isoform 2 of TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 OS=Homo sapiens GN=TAB3;>sp|Q8N5C8|TAB3_HUMAN TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 OS=Homo sapiens GN=TAB3 PE=1 SV=2
P82650,0.298801129440481,0.105056809011593,13,"","","28S ribosomal protein S22, mitochondrial",MRPS22,59734029830,">sp|P82650|RT22_HUMAN 28S ribosomal protein S22, mitochondrial OS=Homo sapiens GN=MRPS22 PE=1 SV=1"
O00479,0.298788684287662,0.134569373626678,14,"","",High mobility group nucleosome-binding domain-containing protein 4,HMGN4,7575074178,>sp|O00479|HMGN4_HUMAN High mobility group nucleosome-binding domain-containing protein 4 OS=Homo sapiens GN=HMGN4 PE=1 SV=3
Q9Y3B3;Q86XR7-2;Q9Y3B3-2,0.298733672829596,0.0773562891954966,7,"","",Transmembrane emp24 domain-containing protein 7,TMED7,87298325170,>sp|Q9Y3B3|TMED7_HUMAN Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens GN=TMED7 PE=1 SV=2;>sp|Q86XR7-2|TCAM2_HUMAN Isoform 2 of TIR domain-containing adapter molecule 2 OS=Homo sapiens GN=TICAM2;>sp|Q9Y3B3-2|TMED7_HUMAN Isoform 2 of Transme
P0C0L5,0.298690528362499,0.0808744567577545,6,"","",Complement C4-B;Complement C4 beta chain;Complement C4-B alpha chain;C4a anaphylatoxin;C4b-B;C4d-B;Complement C4 gamma chain,C4B,494829874980,>sp|P0C0L5|CO4B_HUMAN Complement C4-B OS=Homo sapiens GN=C4B PE=1 SV=2
Q8TCG1;Q8TCG1-2,0.298526307292155,0.063221328451856,7,"","",Protein CIP2A,KIAA1524,5849590980,>sp|Q8TCG1|CIP2A_HUMAN Protein CIP2A OS=Homo sapiens GN=KIAA1524 PE=1 SV=2;>sp|Q8TCG1-2|CIP2A_HUMAN Isoform 2 of Protein CIP2A OS=Homo sapiens GN=KIAA1524
Q8N8U2,0.298243097935953,0.136886716820036,14,"","",Chromodomain Y-like protein 2,CDYL2,2456514446,>sp|Q8N8U2|CDYL2_HUMAN Chromodomain Y-like protein 2 OS=Homo sapiens GN=CDYL2 PE=1 SV=2
Q9Y388,0.297927677217455,0.0719794158114902,9,"","","RNA-binding motif protein, X-linked 2",RBMX2,1593018337,">sp|Q9Y388|RBMX2_HUMAN RNA-binding motif protein, X-linked 2 OS=Homo sapiens GN=RBMX2 PE=1 SV=2"
Q8WVD3;Q8WVD3-2,0.297592677573039,0.0623164179653942,5,"","",E3 ubiquitin-protein ligase RNF138,RNF138,415411840,>sp|Q8WVD3|RN138_HUMAN E3 ubiquitin-protein ligase RNF138 OS=Homo sapiens GN=RNF138 PE=1 SV=1;>sp|Q8WVD3-2|RN138_HUMAN Isoform 2 of E3 ubiquitin-protein ligase RNF138 OS=Homo sapiens GN=RNF138
Q6ZSJ8,0.297561177394535,0.0928821344931986,5,"","",Uncharacterized protein C1orf122,C1orf122,347051289,>sp|Q6ZSJ8|CA122_HUMAN Uncharacterized protein C1orf122 OS=Homo sapiens GN=C1orf122 PE=4 SV=2
O95394;O95394-4,0.29732015098151,0.0988668221566999,6,"","",Phosphoacetylglucosamine mutase,PGM3,97170041790,>sp|O95394|AGM1_HUMAN Phosphoacetylglucosamine mutase OS=Homo sapiens GN=PGM3 PE=1 SV=1;>sp|O95394-4|AGM1_HUMAN Isoform 3 of Phosphoacetylglucosamine mutase OS=Homo sapiens GN=PGM3
Q9NWZ3;Q9NWZ3-2,0.297184472232107,0.0657173848074525,5,"","",Interleukin-1 receptor-associated kinase 4,IRAK4,13133830310,>sp|Q9NWZ3|IRAK4_HUMAN Interleukin-1 receptor-associated kinase 4 OS=Homo sapiens GN=IRAK4 PE=1 SV=1;>sp|Q9NWZ3-2|IRAK4_HUMAN Isoform 2 of Interleukin-1 receptor-associated kinase 4 OS=Homo sapiens GN=IRAK4
Q5T9A4;Q5T9A4-3,0.297146788244871,0.0625780584419042,7,"","",ATPase family AAA domain-containing protein 3B,ATAD3B,4043544569,>sp|Q5T9A4|ATD3B_HUMAN ATPase family AAA domain-containing protein 3B OS=Homo sapiens GN=ATAD3B PE=1 SV=1;>sp|Q5T9A4-3|ATD3B_HUMAN Isoform 3 of ATPase family AAA domain-containing protein 3B OS=Homo sapiens GN=ATAD3B
Q9BQE4,0.297086614775977,0.0495968051153793,5,"","",Selenoprotein S,VIMP,3596290820,>sp|Q9BQE4|SELS_HUMAN Selenoprotein S OS=Homo sapiens GN=VIMP PE=1 SV=3
O60294,0.296658446419446,0.0522681528366017,5,"","",tRNA wybutosine-synthesizing protein 4,LCMT2,563086471,>sp|O60294|TYW4_HUMAN tRNA wybutosine-synthesizing protein 4 OS=Homo sapiens GN=LCMT2 PE=1 SV=3
Q86SQ0;Q86SQ0-2;Q86SQ0-3,0.296569292426268,0.117239005874227,10,"","",Pleckstrin homology-like domain family B member 2,PHLDB2,3850560960,>sp|Q86SQ0|PHLB2_HUMAN Pleckstrin homology-like domain family B member 2 OS=Homo sapiens GN=PHLDB2 PE=1 SV=2;>sp|Q86SQ0-2|PHLB2_HUMAN Isoform 2 of Pleckstrin homology-like domain family B member 2 OS=Homo sapiens GN=PHLDB2;>sp|Q86SQ0-3|PHLB2_HUMAN Isoform
Q9H223,0.296110366665863,0.0497632220056347,7,"","",EH domain-containing protein 4,EHD4,222997709110,>sp|Q9H223|EHD4_HUMAN EH domain-containing protein 4 OS=Homo sapiens GN=EHD4 PE=1 SV=1
Q9NWY4,0.29603836315691,0.0937960516591082,13,"","",UPF0609 protein C4orf27,C4orf27,7741546940,>sp|Q9NWY4|CD027_HUMAN UPF0609 protein C4orf27 OS=Homo sapiens GN=C4orf27 PE=1 SV=2
Q9P031,0.295686718201749,0.0929059927727426,12,"","",Thyroid transcription factor 1-associated protein 26,CCDC59,3650945070,>sp|Q9P031|TAP26_HUMAN Thyroid transcription factor 1-associated protein 26 OS=Homo sapiens GN=CCDC59 PE=1 SV=2
O15258,0.29555170621104,0.0870771868562937,5,"","",Protein RER1,RER1,31485810170,>sp|O15258|RER1_HUMAN Protein RER1 OS=Homo sapiens GN=RER1 PE=1 SV=1
Q9UKT7,0.295339949635196,0.0628413487585737,5,"","",F-box/LRR-repeat protein 3,FBXL3,285309820,>sp|Q9UKT7|FBXL3_HUMAN F-box/LRR-repeat protein 3 OS=Homo sapiens GN=FBXL3 PE=1 SV=1
Q6P2C8-2;Q6P2C8,0.295052065970232,0.0750255213444576,7,"","",Mediator of RNA polymerase II transcription subunit 27,MED27,2867829090,>sp|Q6P2C8-2|MED27_HUMAN Isoform 2 of Mediator of RNA polymerase II transcription subunit 27 OS=Homo sapiens GN=MED27;>sp|Q6P2C8|MED27_HUMAN Mediator of RNA polymerase II transcription subunit 27 OS=Homo sapiens GN=MED27 PE=1 SV=1
P15036,0.294950003990688,0.0745951668513544,5,"","",Protein C-ets-2,ETS2,161686800,>sp|P15036|ETS2_HUMAN Protein C-ets-2 OS=Homo sapiens GN=ETS2 PE=1 SV=1
P53597,0.29494178163872,0.0980877260038072,14,"","","Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",SUCLG1,94390756269,">sp|P53597|SUCA_HUMAN Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens GN=SUCLG1 PE=1 SV=4"
Q8ND82,0.29490883049274,0.10200751796012,11,"","",Zinc finger protein 280C,ZNF280C,4008131830,>sp|Q8ND82|Z280C_HUMAN Zinc finger protein 280C OS=Homo sapiens GN=ZNF280C PE=1 SV=1
Q6P1K2;Q6P1K2-2;Q6P1K2-4;Q6P1K2-3;Q6P1K2-6;Q6P1K2-5,0.294904816529874,0.0685473697954602,9,"","",Polyamine-modulated factor 1,PMF1,1210300998,>sp|Q6P1K2|PMF1_HUMAN Polyamine-modulated factor 1 OS=Homo sapiens GN=PMF1 PE=1 SV=2;>sp|Q6P1K2-2|PMF1_HUMAN Isoform 2 of Polyamine-modulated factor 1 OS=Homo sapiens GN=PMF1;>sp|Q6P1K2-4|PMF1_HUMAN Isoform 4 of Polyamine-modulated factor 1 OS=Homo sapiens
P06746,0.294732083771031,0.119256618538528,9,"","",DNA polymerase beta,POLB,3646084350,>sp|P06746|DPOLB_HUMAN DNA polymerase beta OS=Homo sapiens GN=POLB PE=1 SV=3
P00367;P00367-2,0.294600657426257,0.103164210182498,15,"","","Glutamate dehydrogenase 1, mitochondrial",GLUD1,452990731960,">sp|P00367|DHE3_HUMAN Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens GN=GLUD1 PE=1 SV=2;>sp|P00367-2|DHE3_HUMAN Isoform 2 of Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens GN=GLUD1"
Q92754,0.294566385668996,0.0753459471598177,6,"","",Transcription factor AP-2 gamma,TFAP2C,1537688080,>sp|Q92754|AP2C_HUMAN Transcription factor AP-2 gamma OS=Homo sapiens GN=TFAP2C PE=1 SV=1
P05109,0.294564362300629,0.130342196825984,9,"","","Protein S100-A8;Protein S100-A8, N-terminally processed",S100A8,52486369800,>sp|P05109|S10A8_HUMAN Protein S100-A8 OS=Homo sapiens GN=S100A8 PE=1 SV=1
Q13127;Q13127-4,0.294562222808735,0.0642879949907584,8,"","",RE1-silencing transcription factor,REST,202357950,>sp|Q13127|REST_HUMAN RE1-silencing transcription factor OS=Homo sapiens GN=REST PE=1 SV=3;>sp|Q13127-4|REST_HUMAN Isoform 4 of RE1-silencing transcription factor OS=Homo sapiens GN=REST
P98170,0.294514580786381,0.0638496141939591,5,"","",E3 ubiquitin-protein ligase XIAP,XIAP,1230993946,>sp|P98170|XIAP_HUMAN E3 ubiquitin-protein ligase XIAP OS=Homo sapiens GN=XIAP PE=1 SV=2
Q9H0H0,0.294504852196306,0.0644852613988153,8,"","",Integrator complex subunit 2,INTS2,2870697917,>sp|Q9H0H0|INT2_HUMAN Integrator complex subunit 2 OS=Homo sapiens GN=INTS2 PE=1 SV=2
Q9H7Z7,0.294203401366884,0.0539592292786422,5,"","",Prostaglandin E synthase 2;Prostaglandin E synthase 2 truncated form,PTGES2,47748918910,>sp|Q9H7Z7|PGES2_HUMAN Prostaglandin E synthase 2 OS=Homo sapiens GN=PTGES2 PE=1 SV=1
Q9BUB7;Q9BUB7-2,0.294200904056873,0.0663251486422895,7,"","","Transmembrane protein 70, mitochondrial",TMEM70,18853949830,">sp|Q9BUB7|TMM70_HUMAN Transmembrane protein 70, mitochondrial OS=Homo sapiens GN=TMEM70 PE=1 SV=2;>sp|Q9BUB7-2|TMM70_HUMAN Isoform 2 of Transmembrane protein 70, mitochondrial OS=Homo sapiens GN=TMEM70"
Q9NYP9,0.294191607615553,0.131015573045802,10,"","",Protein Mis18-alpha,MIS18A,1789541283,>sp|Q9NYP9|MS18A_HUMAN Protein Mis18-alpha OS=Homo sapiens GN=MIS18A PE=1 SV=1
A2RRP1;A2RRP1-2,0.293876266955774,0.0532748632118187,5,"","",Neuroblastoma-amplified sequence,NBAS,12930342689,>sp|A2RRP1|NBAS_HUMAN Neuroblastoma-amplified sequence OS=Homo sapiens GN=NBAS PE=1 SV=2;>sp|A2RRP1-2|NBAS_HUMAN Isoform 2 of Neuroblastoma-amplified sequence OS=Homo sapiens GN=NBAS
A3KMH1-3;A3KMH1,0.293270665285865,0.100850061707864,15,"","",von Willebrand factor A domain-containing protein 8,VWA8,14234267640,>sp|A3KMH1-3|VWA8_HUMAN Isoform 3 of von Willebrand factor A domain-containing protein 8 OS=Homo sapiens GN=VWA8;>sp|A3KMH1|VWA8_HUMAN von Willebrand factor A domain-containing protein 8 OS=Homo sapiens GN=VWA8 PE=1 SV=2
Q96D53;Q96D53-2,0.293228844318338,0.103423654085076,11,"","",AarF domain-containing protein kinase 4,ADCK4,1929707342,>sp|Q96D53|ADCK4_HUMAN AarF domain-containing protein kinase 4 OS=Homo sapiens GN=ADCK4 PE=1 SV=2;>sp|Q96D53-2|ADCK4_HUMAN Isoform 2 of AarF domain-containing protein kinase 4 OS=Homo sapiens GN=ADCK4
Q9UNZ5,0.293174781714003,0.125127727342524,13,"","",Leydig cell tumor 10 kDa protein homolog,C19orf53,8453488333,>sp|Q9UNZ5|L10K_HUMAN Leydig cell tumor 10 kDa protein homolog OS=Homo sapiens GN=C19orf53 PE=1 SV=1
Q15814,0.292122128752555,0.0554047434518071,6,"","",Tubulin-specific chaperone C,TBCC,5233909388,>sp|Q15814|TBCC_HUMAN Tubulin-specific chaperone C OS=Homo sapiens GN=TBCC PE=1 SV=2
Q14197,0.292092673188226,0.0889260577918524,8,"","","Peptidyl-tRNA hydrolase ICT1, mitochondrial",ICT1,12817393400,">sp|Q14197|ICT1_HUMAN Peptidyl-tRNA hydrolase ICT1, mitochondrial OS=Homo sapiens GN=ICT1 PE=1 SV=1"
P49916-3;P49916;P49916-4;P49916-2,0.291951317440804,0.113737997961281,14,"","",DNA ligase 3,LIG3,22304116299,>sp|P49916-3|DNLI3_HUMAN Isoform 3 of DNA ligase 3 OS=Homo sapiens GN=LIG3;>sp|P49916|DNLI3_HUMAN DNA ligase 3 OS=Homo sapiens GN=LIG3 PE=1 SV=2;>sp|P49916-4|DNLI3_HUMAN Isoform 4 of DNA ligase 3 OS=Homo sapiens GN=LIG3;>sp|P49916-2|DNLI3_HUMAN Isoform 2 o
Q9BZF9;Q9BZF9-2,0.291828466999009,0.0642196070641307,5,"","",Uveal autoantigen with coiled-coil domains and ankyrin repeats,UACA,7103135820,>sp|Q9BZF9|UACA_HUMAN Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Homo sapiens GN=UACA PE=1 SV=2;>sp|Q9BZF9-2|UACA_HUMAN Isoform 2 of Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Homo sapiens GN=UACA
Q8N9Z2;Q8N9Z2-2,0.291629292259088,0.0817255708519481,7,"","",Coiled-coil domain-containing protein 71L,CCDC71L,337267716,>sp|Q8N9Z2|CC71L_HUMAN Coiled-coil domain-containing protein 71L OS=Homo sapiens GN=CCDC71L PE=2 SV=2;>sp|Q8N9Z2-2|CC71L_HUMAN Isoform 2 of Coiled-coil domain-containing protein 71L OS=Homo sapiens GN=CCDC71L
Q92947;Q92947-2,0.291463842845191,0.0935503409333327,13,"","","Glutaryl-CoA dehydrogenase, mitochondrial",GCDH,15502149620,">sp|Q92947|GCDH_HUMAN Glutaryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=GCDH PE=1 SV=1;>sp|Q92947-2|GCDH_HUMAN Isoform Short of Glutaryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=GCDH"
Q9Y421;Q9Y421-2;Q9Y421-3,0.2912329822467,0.0678274652536212,11,"","",Protein FAM32A,FAM32A,2283369580,>sp|Q9Y421|FA32A_HUMAN Protein FAM32A OS=Homo sapiens GN=FAM32A PE=1 SV=2;>sp|Q9Y421-2|FA32A_HUMAN Isoform 2 of Protein FAM32A OS=Homo sapiens GN=FAM32A;>sp|Q9Y421-3|FA32A_HUMAN Isoform 3 of Protein FAM32A OS=Homo sapiens GN=FAM32A
Q12907,0.291103160340898,0.0815938116994548,10,"","",Vesicular integral-membrane protein VIP36,LMAN2,179553705990,>sp|Q12907|LMAN2_HUMAN Vesicular integral-membrane protein VIP36 OS=Homo sapiens GN=LMAN2 PE=1 SV=1
O14936-3;O14936;O14936-4;O14936-6;O14936-2;O14936-5,0.291044609669344,0.0630437035018939,9,"","",Peripheral plasma membrane protein CASK,CASK,8262988980,>sp|O14936-3|CSKP_HUMAN Isoform 3 of Peripheral plasma membrane protein CASK OS=Homo sapiens GN=CASK;>sp|O14936|CSKP_HUMAN Peripheral plasma membrane protein CASK OS=Homo sapiens GN=CASK PE=1 SV=3;>sp|O14936-4|CSKP_HUMAN Isoform 4 of Peripheral plasma memb
P05166;P05166-2,0.290873600319177,0.113744321739578,15,"","","Propionyl-CoA carboxylase beta chain, mitochondrial",PCCB,724593229429,">sp|P05166|PCCB_HUMAN Propionyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens GN=PCCB PE=1 SV=3;>sp|P05166-2|PCCB_HUMAN Isoform 2 of Propionyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens GN=PCCB"
Q9H1A4,0.290864235634209,0.0698144085104622,8,"","",Anaphase-promoting complex subunit 1,ANAPC1,11205574284.9,>sp|Q9H1A4|APC1_HUMAN Anaphase-promoting complex subunit 1 OS=Homo sapiens GN=ANAPC1 PE=1 SV=1
O95243-2,0.290716588397161,0.103984336230973,12,"","",Methyl-CpG-binding domain protein 4,MBD4,1862335269,>sp|O95243-2|MBD4_HUMAN Isoform 2 of Methyl-CpG-binding domain protein 4 OS=Homo sapiens GN=MBD4
