Majority.protein.IDs,Mean RF score,St Dev of score,Feature_count,Used_for_positive_training,Training_label,Protein.names,Gene.names,Summed_intensities,Fasta.headers
Q96PY5-3,0.549252809013991,0.0923950733023884,5,"","",Formin-like protein 2,FMNL2,2267933203,>sp|Q96PY5-3|FMNL2_HUMAN Isoform 2 of Formin-like protein 2 OS=Homo sapiens GN=FMNL2
Q7L513;Q7L513-2;Q7L513-9;Q7L513-10;Q7L513-5;Q7L513-4;Q7L513-14;Q7L513-11;Q7L513-3;Q7L513-12;Q7L513-8,0.549193429235272,0.125718530986306,6,"","",Fc receptor-like A,FCRLA,1527217950,>sp|Q7L513|FCRLA_HUMAN Fc receptor-like A OS=Homo sapiens GN=FCRLA PE=1 SV=2;>sp|Q7L513-2|FCRLA_HUMAN Isoform 2 of Fc receptor-like A OS=Homo sapiens GN=FCRLA;>sp|Q7L513-9|FCRLA_HUMAN Isoform 9 of Fc receptor-like A OS=Homo sapiens GN=FCRLA;>sp|Q7L513-10|F
O60870;O60870-2,0.548851131278807,0.148625784257381,7,"","",DNA/RNA-binding protein KIN17,KIN,1317088660,>sp|O60870|KIN17_HUMAN DNA/RNA-binding protein KIN17 OS=Homo sapiens GN=KIN PE=1 SV=2;>sp|O60870-2|KIN17_HUMAN Isoform 2 of DNA/RNA-binding protein KIN17 OS=Homo sapiens GN=KIN
P26368-2;P26368,0.548382321939135,0.156019348423941,14,"","",Splicing factor U2AF 65 kDa subunit,U2AF2,246672476400,>sp|P26368-2|U2AF2_HUMAN Isoform 2 of Splicing factor U2AF 65 kDa subunit OS=Homo sapiens GN=U2AF2;>sp|P26368|U2AF2_HUMAN Splicing factor U2AF 65 kDa subunit OS=Homo sapiens GN=U2AF2 PE=1 SV=4
Q14807;Q14807-2,0.548336661680115,0.0672151485325073,6,"","",Kinesin-like protein KIF22,KIF22,44803483819,>sp|Q14807|KIF22_HUMAN Kinesin-like protein KIF22 OS=Homo sapiens GN=KIF22 PE=1 SV=5;>sp|Q14807-2|KIF22_HUMAN Isoform 2 of Kinesin-like protein KIF22 OS=Homo sapiens GN=KIF22
Q8WUA4;Q8WUA4-2,0.547248811629203,0.106013946207142,10,"","",General transcription factor 3C polypeptide 2,GTF3C2,17537719574,>sp|Q8WUA4|TF3C2_HUMAN General transcription factor 3C polypeptide 2 OS=Homo sapiens GN=GTF3C2 PE=1 SV=2;>sp|Q8WUA4-2|TF3C2_HUMAN Isoform 2 of General transcription factor 3C polypeptide 2 OS=Homo sapiens GN=GTF3C2
Q9UDY8-2;Q9UDY8,0.547124711992188,0.111168822852358,6,"","",Mucosa-associated lymphoid tissue lymphoma translocation protein 1,MALT1,1953752630,>sp|Q9UDY8-2|MALT1_HUMAN Isoform 2 of Mucosa-associated lymphoid tissue lymphoma translocation protein 1 OS=Homo sapiens GN=MALT1;>sp|Q9UDY8|MALT1_HUMAN Mucosa-associated lymphoid tissue lymphoma translocation protein 1 OS=Homo sapiens GN=MALT1 PE=1 SV=1
Q5JRA6,0.546446123500234,0.107812552733431,12,"","",Melanoma inhibitory activity protein 3,MIA3,14428534720,>sp|Q5JRA6|MIA3_HUMAN Melanoma inhibitory activity protein 3 OS=Homo sapiens GN=MIA3 PE=1 SV=1
O95819-3,0.545773383073845,0.106364640150723,9,"","",Mitogen-activated protein kinase kinase kinase kinase 4,MAP4K4,39323437960,>sp|O95819-3|M4K4_HUMAN Isoform 3 of Mitogen-activated protein kinase kinase kinase kinase 4 OS=Homo sapiens GN=MAP4K4
Q14651,0.545772700579601,0.127185244808902,7,"","",Plastin-1,PLS1,13294384333,>sp|Q14651|PLSI_HUMAN Plastin-1 OS=Homo sapiens GN=PLS1 PE=1 SV=2
Q16850;Q16850-2,0.545443194986579,0.121320439527805,11,"","",Lanosterol 14-alpha demethylase,CYP51A1,18250573700,>sp|Q16850|CP51A_HUMAN Lanosterol 14-alpha demethylase OS=Homo sapiens GN=CYP51A1 PE=1 SV=3;>sp|Q16850-2|CP51A_HUMAN Isoform 2 of Lanosterol 14-alpha demethylase OS=Homo sapiens GN=CYP51A1
Q9BYJ9,0.544634336695195,0.104686913896511,7,"","",YTH domain-containing family protein 1,YTHDF1,3243375791,>sp|Q9BYJ9|YTHD1_HUMAN YTH domain-containing family protein 1 OS=Homo sapiens GN=YTHDF1 PE=1 SV=1
P49848;P49848-3;P49848-2,0.544569206151721,0.0847318241600275,9,"","",Transcription initiation factor TFIID subunit 6,TAF6,3200391067,>sp|P49848|TAF6_HUMAN Transcription initiation factor TFIID subunit 6 OS=Homo sapiens GN=TAF6 PE=1 SV=1;>sp|P49848-3|TAF6_HUMAN Isoform 3 of Transcription initiation factor TFIID subunit 6 OS=Homo sapiens GN=TAF6;>sp|P49848-2|TAF6_HUMAN Isoform 2 of Transc
Q53T94-2;Q53T94;Q53T94-3,0.54419928326359,0.0897006013724904,5,"","",TATA box-binding protein-associated factor RNA polymerase I subunit B,TAF1B,332027339,>sp|Q53T94-2|TAF1B_HUMAN Isoform 2 of TATA box-binding protein-associated factor RNA polymerase I subunit B OS=Homo sapiens GN=TAF1B;>sp|Q53T94|TAF1B_HUMAN TATA box-binding protein-associated factor RNA polymerase I subunit B OS=Homo sapiens GN=TAF1B PE=1
Q15637-6;Q15637-2;Q15637-3;Q15637;Q15637-7,0.542701945246516,0.151303329738217,15,"","",Splicing factor 1,SF1,138667465600,>sp|Q15637-6|SF01_HUMAN Isoform 6 of Splicing factor 1 OS=Homo sapiens GN=SF1;>sp|Q15637-2|SF01_HUMAN Isoform 2 of Splicing factor 1 OS=Homo sapiens GN=SF1;>sp|Q15637-3|SF01_HUMAN Isoform 3 of Splicing factor 1 OS=Homo sapiens GN=SF1;>sp|Q15637|SF01_HUMAN
Q13257,0.541976308638051,0.127102249720606,9,"","",Mitotic spindle assembly checkpoint protein MAD2A,MAD2L1,16058397000,>sp|Q13257|MD2L1_HUMAN Mitotic spindle assembly checkpoint protein MAD2A OS=Homo sapiens GN=MAD2L1 PE=1 SV=1
Q7Z6J4,0.541898030620911,0.144940918762063,6,"","","FYVE, RhoGEF and PH domain-containing protein 2",FGD2,6149533910,">sp|Q7Z6J4|FGD2_HUMAN FYVE, RhoGEF and PH domain-containing protein 2 OS=Homo sapiens GN=FGD2 PE=1 SV=1"
Q8NEN9,0.541847351036528,0.11136195573654,6,"","",PDZ domain-containing protein 8,PDZD8,502173626,>sp|Q8NEN9|PDZD8_HUMAN PDZ domain-containing protein 8 OS=Homo sapiens GN=PDZD8 PE=1 SV=1
Q8TBF4,0.54176204520956,0.0535676863611631,6,"","",Zinc finger CCHC-type and RNA-binding motif-containing protein 1,ZCRB1,470161200,>sp|Q8TBF4|ZCRB1_HUMAN Zinc finger CCHC-type and RNA-binding motif-containing protein 1 OS=Homo sapiens GN=ZCRB1 PE=1 SV=2
Q8N2W9,0.541433455766955,0.0771246617914417,6,"","",E3 SUMO-protein ligase PIAS4,PIAS4,1016283678,>sp|Q8N2W9|PIAS4_HUMAN E3 SUMO-protein ligase PIAS4 OS=Homo sapiens GN=PIAS4 PE=1 SV=1
P18564;P18564-2,0.541398071994088,0.126175767532783,9,"","",Integrin beta-6,ITGB6,66460497500,>sp|P18564|ITB6_HUMAN Integrin beta-6 OS=Homo sapiens GN=ITGB6 PE=1 SV=2;>sp|P18564-2|ITB6_HUMAN Isoform 2 of Integrin beta-6 OS=Homo sapiens GN=ITGB6
Q00978,0.54048112566211,0.103629169105897,8,"","",Interferon regulatory factor 9,IRF9,581204160,>sp|Q00978|IRF9_HUMAN Interferon regulatory factor 9 OS=Homo sapiens GN=IRF9 PE=1 SV=1
Q9ULT8,0.540378914403309,0.119213755503691,11,"","",E3 ubiquitin-protein ligase HECTD1,HECTD1,11792809070,>sp|Q9ULT8|HECD1_HUMAN E3 ubiquitin-protein ligase HECTD1 OS=Homo sapiens GN=HECTD1 PE=1 SV=3
Q9H8G2,0.539869523402805,0.0981571251639636,6,"","",Caspase activity and apoptosis inhibitor 1,CAAP1,1096646769,>sp|Q9H8G2|CAAP1_HUMAN Caspase activity and apoptosis inhibitor 1 OS=Homo sapiens GN=CAAP1 PE=1 SV=2
Q9HCD5,0.539716488918318,0.123846926952781,9,"","",Nuclear receptor coactivator 5,NCOA5,17197606830,>sp|Q9HCD5|NCOA5_HUMAN Nuclear receptor coactivator 5 OS=Homo sapiens GN=NCOA5 PE=1 SV=2
Q15782-5;Q15782-6,0.53938317671962,0.108112584755322,6,"","",Chitinase-3-like protein 2,CHI3L2,308774440,>sp|Q15782-5|CH3L2_HUMAN Isoform 2 of Chitinase-3-like protein 2 OS=Homo sapiens GN=CHI3L2;>sp|Q15782-6|CH3L2_HUMAN Isoform 3 of Chitinase-3-like protein 2 OS=Homo sapiens GN=CHI3L2
P30455,0.539148276355702,0.128078707626562,6,"","","HLA class I histocompatibility antigen, A-36 alpha chain",HLA-A,20694835600,">sp|P30455|1A36_HUMAN HLA class I histocompatibility antigen, A-36 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=1"
Q9BV44,0.539094802872307,0.133339758406996,12,"","",THUMP domain-containing protein 3,THUMPD3,7272415784,>sp|Q9BV44|THUM3_HUMAN THUMP domain-containing protein 3 OS=Homo sapiens GN=THUMPD3 PE=1 SV=1
Q86V21;Q86V21-2,0.538569430659143,0.129044116332179,9,"","",Acetoacetyl-CoA synthetase,AACS,23717992479,>sp|Q86V21|AACS_HUMAN Acetoacetyl-CoA synthetase OS=Homo sapiens GN=AACS PE=1 SV=1;>sp|Q86V21-2|AACS_HUMAN Isoform 2 of Acetoacetyl-CoA synthetase OS=Homo sapiens GN=AACS
O43795-2,0.538454536293385,0.0839051967255909,11,"","",Unconventional myosin-Ib,MYO1B,80318019963,>sp|O43795-2|MYO1B_HUMAN Isoform 2 of Unconventional myosin-Ib OS=Homo sapiens GN=MYO1B
Q9UPN9-2,0.538407493784842,0.0961984594516715,5,"","",E3 ubiquitin-protein ligase TRIM33,TRIM33,775541625,>sp|Q9UPN9-2|TRI33_HUMAN Isoform Beta of E3 ubiquitin-protein ligase TRIM33 OS=Homo sapiens GN=TRIM33
Q96RN5-3;Q96RN5-2;Q96RN5,0.538011514879355,0.137449621375577,8,"","",Mediator of RNA polymerase II transcription subunit 15,MED15,6268200391,>sp|Q96RN5-3|MED15_HUMAN Isoform 3 of Mediator of RNA polymerase II transcription subunit 15 OS=Homo sapiens GN=MED15;>sp|Q96RN5-2|MED15_HUMAN Isoform 2 of Mediator of RNA polymerase II transcription subunit 15 OS=Homo sapiens GN=MED15;>sp|Q96RN5|MED15_HUM
P08243-2;P08243;P08243-3,0.537911652105665,0.104695917007703,15,"","",Asparagine synthetase [glutamine-hydrolyzing],ASNS,246879261420,>sp|P08243-2|ASNS_HUMAN Isoform 2 of Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens GN=ASNS;>sp|P08243|ASNS_HUMAN Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens GN=ASNS PE=1 SV=4;>sp|P08243-3|ASNS_HUMAN Isoform 3 of Asparagine
Q13287,0.537866503010781,0.122290928964986,7,"","",N-myc-interactor,NMI,6442716600,>sp|Q13287|NMI_HUMAN N-myc-interactor OS=Homo sapiens GN=NMI PE=1 SV=2
P10620;P10620-2,0.537397930146825,0.149046001965679,11,"","",Microsomal glutathione S-transferase 1,MGST1,52125390880,>sp|P10620|MGST1_HUMAN Microsomal glutathione S-transferase 1 OS=Homo sapiens GN=MGST1 PE=1 SV=1;>sp|P10620-2|MGST1_HUMAN Isoform 2 of Microsomal glutathione S-transferase 1 OS=Homo sapiens GN=MGST1
Q9UQB8-2;Q9UQB8;Q9UQB8-3;Q9UQB8-4;Q9UQB8-6,0.537384340637214,0.0561882462036148,5,"","",Brain-specific angiogenesis inhibitor 1-associated protein 2,BAIAP2,8934514420,>sp|Q9UQB8-2|BAIP2_HUMAN Isoform 2 of Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Homo sapiens GN=BAIAP2;>sp|Q9UQB8|BAIP2_HUMAN Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Homo sapiens GN=BAIAP2 PE=1 SV=1;>sp|Q9UQB8-
P60033,0.536947988239941,0.114442107484008,11,"","",CD81 antigen,CD81,26198498812,>sp|P60033|CD81_HUMAN CD81 antigen OS=Homo sapiens GN=CD81 PE=1 SV=1
O14925,0.536840610744018,0.106341596101841,8,"","",Mitochondrial import inner membrane translocase subunit Tim23,TIMM23,9407201949,>sp|O14925|TIM23_HUMAN Mitochondrial import inner membrane translocase subunit Tim23 OS=Homo sapiens GN=TIMM23 PE=1 SV=1
P29084,0.536786329596818,0.139947572360636,8,"","",Transcription initiation factor IIE subunit beta,GTF2E2,11009967867,>sp|P29084|T2EB_HUMAN Transcription initiation factor IIE subunit beta OS=Homo sapiens GN=GTF2E2 PE=1 SV=1
Q9UPT8,0.536514890161782,0.127599794261517,10,"","",Zinc finger CCCH domain-containing protein 4,ZC3H4,14341320400,>sp|Q9UPT8|ZC3H4_HUMAN Zinc finger CCCH domain-containing protein 4 OS=Homo sapiens GN=ZC3H4 PE=1 SV=3
Q9ULZ3;Q9ULZ3-3,0.536226387989292,0.140797483951896,10,"","",Apoptosis-associated speck-like protein containing a CARD,PYCARD,86206161667,>sp|Q9ULZ3|ASC_HUMAN Apoptosis-associated speck-like protein containing a CARD OS=Homo sapiens GN=PYCARD PE=1 SV=2;>sp|Q9ULZ3-3|ASC_HUMAN Isoform 3 of Apoptosis-associated speck-like protein containing a CARD OS=Homo sapiens GN=PYCARD
Q7Z5K2;Q7Z5K2-2;Q7Z5K2-3,0.536140909600003,0.156011837668381,10,"","",Wings apart-like protein homolog,WAPAL,16423610740,>sp|Q7Z5K2|WAPL_HUMAN Wings apart-like protein homolog OS=Homo sapiens GN=WAPAL PE=1 SV=1;>sp|Q7Z5K2-2|WAPL_HUMAN Isoform 2 of Wings apart-like protein homolog OS=Homo sapiens GN=WAPAL;>sp|Q7Z5K2-3|WAPL_HUMAN Isoform 3 of Wings apart-like protein homolog O
O00267,0.535997723258747,0.157769992706638,12,"","",Transcription elongation factor SPT5,SUPT5H,79037588890,>sp|O00267|SPT5H_HUMAN Transcription elongation factor SPT5 OS=Homo sapiens GN=SUPT5H PE=1 SV=1
Q9H3S7,0.53595878678208,0.123716587567936,13,"","",Tyrosine-protein phosphatase non-receptor type 23,PTPN23,24603522570,>sp|Q9H3S7|PTN23_HUMAN Tyrosine-protein phosphatase non-receptor type 23 OS=Homo sapiens GN=PTPN23 PE=1 SV=1
Q15398;Q15398-1,0.535687169098526,0.133789761019941,6,"","",Disks large-associated protein 5,DLGAP5,5562422008,>sp|Q15398|DLGP5_HUMAN Disks large-associated protein 5 OS=Homo sapiens GN=DLGAP5 PE=1 SV=2;>sp|Q15398-1|DLGP5_HUMAN Isoform 2 of Disks large-associated protein 5 OS=Homo sapiens GN=DLGAP5
Q15404;Q15404-2,0.534314613794177,0.115401525901395,12,"","",Ras suppressor protein 1,RSU1,223115781670,>sp|Q15404|RSU1_HUMAN Ras suppressor protein 1 OS=Homo sapiens GN=RSU1 PE=1 SV=3;>sp|Q15404-2|RSU1_HUMAN Isoform 2 of Ras suppressor protein 1 OS=Homo sapiens GN=RSU1
Q96JP5;Q96JP5-2,0.534050761020462,0.0849560231956057,7,"","",E3 ubiquitin-protein ligase ZFP91,ZFP91,6140791437,>sp|Q96JP5|ZFP91_HUMAN E3 ubiquitin-protein ligase ZFP91 OS=Homo sapiens GN=ZFP91 PE=1 SV=1;>sp|Q96JP5-2|ZFP91_HUMAN Isoform 2 of E3 ubiquitin-protein ligase ZFP91 OS=Homo sapiens GN=ZFP91
P57729,0.534002512313563,0.14919090035899,6,"","",Ras-related protein Rab-38,RAB38,997093620,>sp|P57729|RAB38_HUMAN Ras-related protein Rab-38 OS=Homo sapiens GN=RAB38 PE=1 SV=1
P11215;P11215-2,0.533451577807574,0.142539127278827,8,"","",Integrin alpha-M,ITGAM,12889747362,>sp|P11215|ITAM_HUMAN Integrin alpha-M OS=Homo sapiens GN=ITGAM PE=1 SV=2;>sp|P11215-2|ITAM_HUMAN Isoform 2 of Integrin alpha-M OS=Homo sapiens GN=ITGAM
P21589;P21589-2,0.533414636960061,0.0674615360192321,5,"","",5-nucleotidase,NT5E,18800571375,>sp|P21589|5NTD_HUMAN 5-nucleotidase OS=Homo sapiens GN=NT5E PE=1 SV=1;>sp|P21589-2|5NTD_HUMAN Isoform 2 of 5-nucleotidase OS=Homo sapiens GN=NT5E
P42575;P42575-2,0.533296774274183,0.101319448241774,6,"","",Caspase-2;Caspase-2 subunit p18;Caspase-2 subunit p13;Caspase-2 subunit p12,CASP2,3691844260,>sp|P42575|CASP2_HUMAN Caspase-2 OS=Homo sapiens GN=CASP2 PE=1 SV=2;>sp|P42575-2|CASP2_HUMAN Isoform 2 of Caspase-2 OS=Homo sapiens GN=CASP2
Q9UBD5-2,0.533190828185811,0.133249945374074,9,"","",Origin recognition complex subunit 3,ORC3,10779495410,>sp|Q9UBD5-2|ORC3_HUMAN Isoform 2 of Origin recognition complex subunit 3 OS=Homo sapiens GN=ORC3
Q96EK4,0.532606657026962,0.0993493198688502,6,"","",THAP domain-containing protein 11,THAP11,1109868330,>sp|Q96EK4|THA11_HUMAN THAP domain-containing protein 11 OS=Homo sapiens GN=THAP11 PE=1 SV=2
Q9H5V9-2;Q9H5V9;Q9H5V9-3,0.53256835578771,0.12500889064682,7,"","",UPF0428 protein CXorf56,CXorf56,2464260870,>sp|Q9H5V9-2|CX056_HUMAN Isoform 2 of UPF0428 protein CXorf56 OS=Homo sapiens GN=CXorf56;>sp|Q9H5V9|CX056_HUMAN UPF0428 protein CXorf56 OS=Homo sapiens GN=CXorf56 PE=1 SV=1;>sp|Q9H5V9-3|CX056_HUMAN Isoform 3 of UPF0428 protein CXorf56 OS=Homo sapiens GN=CX
Q8IZD4;Q8IZD4-2,0.532269943216958,0.0985200882825889,7,"","",mRNA-decapping enzyme 1B,DCP1B,933154465,>sp|Q8IZD4|DCP1B_HUMAN mRNA-decapping enzyme 1B OS=Homo sapiens GN=DCP1B PE=1 SV=2;>sp|Q8IZD4-2|DCP1B_HUMAN Isoform 2 of mRNA-decapping enzyme 1B OS=Homo sapiens GN=DCP1B
Q8IW35;Q8IW35-2,0.532190379059769,0.082424447468062,6,"","",Centrosomal protein of 97 kDa,CEP97,1768801000,>sp|Q8IW35|CEP97_HUMAN Centrosomal protein of 97 kDa OS=Homo sapiens GN=CEP97 PE=1 SV=1;>sp|Q8IW35-2|CEP97_HUMAN Isoform 2 of Centrosomal protein of 97 kDa OS=Homo sapiens GN=CEP97
Q9H3P2,0.531975103684019,0.13242375226494,10,"","",Negative elongation factor A,NELFA,14492664929,>sp|Q9H3P2|NELFA_HUMAN Negative elongation factor A OS=Homo sapiens GN=NELFA PE=1 SV=3
P61769,0.531500053723724,0.11852222480565,11,"","",Beta-2-microglobulin;Beta-2-microglobulin form pI 5.3,B2M,121263726492,>sp|P61769|B2MG_HUMAN Beta-2-microglobulin OS=Homo sapiens GN=B2M PE=1 SV=1
Q5VZE5,0.531199857626858,0.101173003132494,6,"","","N-alpha-acetyltransferase 35, NatC auxiliary subunit",NAA35,4616477390,">sp|Q5VZE5|NAA35_HUMAN N-alpha-acetyltransferase 35, NatC auxiliary subunit OS=Homo sapiens GN=NAA35 PE=1 SV=1"
Q53GL7,0.531103677664659,0.129585122614604,8,"","",Poly [ADP-ribose] polymerase 10,PARP10,2336794908,>sp|Q53GL7|PAR10_HUMAN Poly [ADP-ribose] polymerase 10 OS=Homo sapiens GN=PARP10 PE=1 SV=2
Q9UBU8-2;Q9UBU8;Q9UBU8-3,0.530885188953861,0.165019884006639,10,"","",Mortality factor 4-like protein 1,MORF4L1,19646333640,>sp|Q9UBU8-2|MO4L1_HUMAN Isoform 2 of Mortality factor 4-like protein 1 OS=Homo sapiens GN=MORF4L1;>sp|Q9UBU8|MO4L1_HUMAN Mortality factor 4-like protein 1 OS=Homo sapiens GN=MORF4L1 PE=1 SV=2;>sp|Q9UBU8-3|MO4L1_HUMAN Isoform 3 of Mortality factor 4-like p
Q9NRL3;Q9NRL3-3,0.530711285877725,0.12872367640237,8,"","",Striatin-4,STRN4,6982880020,>sp|Q9NRL3|STRN4_HUMAN Striatin-4 OS=Homo sapiens GN=STRN4 PE=1 SV=2;>sp|Q9NRL3-3|STRN4_HUMAN Isoform 3 of Striatin-4 OS=Homo sapiens GN=STRN4
Q99467,0.530450749783893,0.143219085968891,6,"","",CD180 antigen,CD180,197187085,>sp|Q99467|CD180_HUMAN CD180 antigen OS=Homo sapiens GN=CD180 PE=1 SV=2
Q9H5V8;Q9H5V8-2,0.530074370232963,0.0942982214658133,5,"","",CUB domain-containing protein 1,CDCP1,2819681169,>sp|Q9H5V8|CDCP1_HUMAN CUB domain-containing protein 1 OS=Homo sapiens GN=CDCP1 PE=1 SV=3;>sp|Q9H5V8-2|CDCP1_HUMAN Isoform 2 of CUB domain-containing protein 1 OS=Homo sapiens GN=CDCP1
P05534,0.529778893558386,0.122761048596964,14,"","","HLA class I histocompatibility antigen, A-24 alpha chain",HLA-A,191517408290,">sp|P05534|1A24_HUMAN HLA class I histocompatibility antigen, A-24 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=2"
Q95IE3,0.529717281992355,0.114709697713732,6,"","","HLA class II histocompatibility antigen, DRB1-12 beta chain",HLA-DRB1,2315485100,">sp|Q95IE3|2B1C_HUMAN HLA class II histocompatibility antigen, DRB1-12 beta chain OS=Homo sapiens GN=HLA-DRB1 PE=1 SV=1"
O43663,0.529670732523686,0.100433796589126,7,"","",Protein regulator of cytokinesis 1,PRC1,21784502460,>sp|O43663|PRC1_HUMAN Protein regulator of cytokinesis 1 OS=Homo sapiens GN=PRC1 PE=1 SV=2
Q03164-2;Q03164;Q03164-3,0.529513719376774,0.104733689283537,7,"","",Histone-lysine N-methyltransferase 2A;MLL cleavage product N320;MLL cleavage product C180,KMT2A,10849915634,>sp|Q03164-2|KMT2A_HUMAN Isoform 2 of Histone-lysine N-methyltransferase 2A OS=Homo sapiens GN=KMT2A;>sp|Q03164|KMT2A_HUMAN Histone-lysine N-methyltransferase 2A OS=Homo sapiens GN=KMT2A PE=1 SV=5;>sp|Q03164-3|KMT2A_HUMAN Isoform 3 of Histone-lysine N-meth
P53634,0.529144223977492,0.15643163594976,9,"","",Dipeptidyl peptidase 1;Dipeptidyl peptidase 1 exclusion domain chain;Dipeptidyl peptidase 1 heavy chain;Dipeptidyl peptidase 1 light chain,CTSC,113908312800,>sp|P53634|CATC_HUMAN Dipeptidyl peptidase 1 OS=Homo sapiens GN=CTSC PE=1 SV=2
Q9UJA5;Q9UJA5-2;Q9UJA5-3;Q9UJA5-4,0.528549523830263,0.12873079241127,10,"","",tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,TRMT6,17402643976,>sp|Q9UJA5|TRM6_HUMAN tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 OS=Homo sapiens GN=TRMT6 PE=1 SV=1;>sp|Q9UJA5-2|TRM6_HUMAN Isoform 2 of tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 OS=Homo sapiens GN=TRMT6
O75446,0.528368524917917,0.107409560671404,8,"","",Histone deacetylase complex subunit SAP30,SAP30,3568609053,>sp|O75446|SAP30_HUMAN Histone deacetylase complex subunit SAP30 OS=Homo sapiens GN=SAP30 PE=1 SV=1
P49023,0.527640354789427,0.0218610566156047,6,"","",Paxillin,PXN,61322300592,>sp|P49023|PAXI_HUMAN Paxillin OS=Homo sapiens GN=PXN PE=1 SV=3
P30260-2;P30260,0.527499894040396,0.155436700006044,8,"","",Cell division cycle protein 27 homolog,CDC27,8811164881,>sp|P30260-2|CDC27_HUMAN Isoform 2 of Cell division cycle protein 27 homolog OS=Homo sapiens GN=CDC27;>sp|P30260|CDC27_HUMAN Cell division cycle protein 27 homolog OS=Homo sapiens GN=CDC27 PE=1 SV=2
P30511;P30511-3;P30511-2,0.527437531667073,0.14041338804972,6,"","","HLA class I histocompatibility antigen, alpha chain F",HLA-F,1006672170,">sp|P30511|HLAF_HUMAN HLA class I histocompatibility antigen, alpha chain F OS=Homo sapiens GN=HLA-F PE=2 SV=3;>sp|P30511-3|HLAF_HUMAN Isoform 3 of HLA class I histocompatibility antigen, alpha chain F OS=Homo sapiens GN=HLA-F;>sp|P30511-2|HLAF_HUMAN Isofo"
Q16555,0.527338697651217,0.125838376732334,15,"","",Dihydropyrimidinase-related protein 2,DPYSL2,435182726120,>sp|Q16555|DPYL2_HUMAN Dihydropyrimidinase-related protein 2 OS=Homo sapiens GN=DPYSL2 PE=1 SV=1
Q8IUD2;Q8IUD2-3;Q8IUD2-2;Q8IUD2-4;Q8IUD2-5,0.527203459470703,0.0337424163294484,5,"","",ELKS/Rab6-interacting/CAST family member 1,ERC1,19365954528,>sp|Q8IUD2|RB6I2_HUMAN ELKS/Rab6-interacting/CAST family member 1 OS=Homo sapiens GN=ERC1 PE=1 SV=1;>sp|Q8IUD2-3|RB6I2_HUMAN Isoform 3 of ELKS/Rab6-interacting/CAST family member 1 OS=Homo sapiens GN=ERC1;>sp|Q8IUD2-2|RB6I2_HUMAN Isoform 2 of ELKS/Rab6-int
Q08945,0.526161327700847,0.11097898653631,14,"","",FACT complex subunit SSRP1,SSRP1,451435550500,>sp|Q08945|SSRP1_HUMAN FACT complex subunit SSRP1 OS=Homo sapiens GN=SSRP1 PE=1 SV=1
Q15070,0.526031019698267,0.118323194209667,8,"","",Mitochondrial inner membrane protein OXA1L,OXA1L,17901568490,>sp|Q15070|OXA1L_HUMAN Mitochondrial inner membrane protein OXA1L OS=Homo sapiens GN=OXA1L PE=1 SV=3
Q9Y2J2-2;Q9Y2J2-3,0.525906849590257,0.12461360002455,8,"","","Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed",EPB41L3,95310909970,>sp|Q9Y2J2-2|E41L3_HUMAN Isoform 2 of Band 4.1-like protein 3 OS=Homo sapiens GN=EPB41L3;>sp|Q9Y2J2-3|E41L3_HUMAN Isoform 3 of Band 4.1-like protein 3 OS=Homo sapiens GN=EPB41L3
O43156,0.525416730074851,0.134256270611214,8,"","",TELO2-interacting protein 1 homolog,TTI1,4892068890,>sp|O43156|TTI1_HUMAN TELO2-interacting protein 1 homolog OS=Homo sapiens GN=TTI1 PE=1 SV=3
O75962;O75962-4;O75962-2;O75962-5,0.525369353843397,0.137969886800749,8,"","",Triple functional domain protein,TRIO,11390589902,>sp|O75962|TRIO_HUMAN Triple functional domain protein OS=Homo sapiens GN=TRIO PE=1 SV=2;>sp|O75962-4|TRIO_HUMAN Isoform 4 of Triple functional domain protein OS=Homo sapiens GN=TRIO;>sp|O75962-2|TRIO_HUMAN Isoform 2 of Triple functional domain protein OS=
P80217-2;P80217,0.525050836565104,0.124109323739364,11,"","",Interferon-induced 35 kDa protein,IFI35,8545742540,>sp|P80217-2|IN35_HUMAN Isoform 2 of Interferon-induced 35 kDa protein OS=Homo sapiens GN=IFI35;>sp|P80217|IN35_HUMAN Interferon-induced 35 kDa protein OS=Homo sapiens GN=IFI35 PE=1 SV=5
Q9Y6D0,0.524800720211673,0.103677849319734,8,"","",Selenoprotein K,SELK,1437944974,>sp|Q9Y6D0|SELK_HUMAN Selenoprotein K OS=Homo sapiens GN=SELK PE=1 SV=3
Q53G44,0.524720625038143,0.153211243512415,6,"","",Interferon-induced protein 44-like,IFI44L,3885777290,>sp|Q53G44|IF44L_HUMAN Interferon-induced protein 44-like OS=Homo sapiens GN=IFI44L PE=2 SV=3
