"Majority.protein.IDs","Mean RF score","St Dev of score","Feature_count","Used_for_positive_training","Training_label","Protein.names","Gene.names","Summed_intensities","Fasta.headers"
"O95104;O95104-2;O95104-3",0.394330972533813,0.0838266627875357,194,,,"Splicing factor, arginine/serine-rich 15","SCAF4",6.50050298E9,">sp|O95104|SFR15_HUMAN Splicing factor, arginine/serine-rich 15 OS=Homo sapiens GN=SCAF4 PE=1 SV=3;>sp|O95104-2|SFR15_HUMAN Isoform 2 of Splicing factor, arginine/serine-rich 15 OS=Homo sapiens GN=SCAF4;>sp|O95104-3|SFR15_HUMAN Isoform 3 of Splicing factor"
"Q8WUD4",0.39429813978953265,0.06144782796828719,157,,,"Coiled-coil domain-containing protein 12","CCDC12",6.241123603E9,">sp|Q8WUD4|CCD12_HUMAN Coiled-coil domain-containing protein 12 OS=Homo sapiens GN=CCDC12 PE=1 SV=1"
"P28702;P28702-3",0.39423961214558867,0.05235971366307401,88,,,"Retinoic acid receptor RXR-beta","RXRB",1.90107713E9,">sp|P28702|RXRB_HUMAN Retinoic acid receptor RXR-beta OS=Homo sapiens GN=RXRB PE=1 SV=2;>sp|P28702-3|RXRB_HUMAN Isoform 2 of Retinoic acid receptor RXR-beta OS=Homo sapiens GN=RXRB"
"Q08AG7",0.39421768230527426,0.030190947162302008,50,,,"Mitotic-spindle organizing protein 1","MZT1",5.92491303E8,">sp|Q08AG7|MZT1_HUMAN Mitotic-spindle organizing protein 1 OS=Homo sapiens GN=MZT1 PE=1 SV=2"
"Q6PK18;Q6PK18-2",0.3941758308836871,0.02653651407763478,35,,,"2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3","OGFOD3",8.1409302E8,">sp|Q6PK18|OGFD3_HUMAN 2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3 OS=Homo sapiens GN=OGFOD3 PE=1 SV=2;>sp|Q6PK18-2|OGFD3_HUMAN Isoform 2 of 2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3 OS=Homo sapiens"
"O60906",0.3941307201593429,0.026236413999617812,35,,,"Sphingomyelin phosphodiesterase 2","SMPD2",3.93575259E8,">sp|O60906|NSMA_HUMAN Sphingomyelin phosphodiesterase 2 OS=Homo sapiens GN=SMPD2 PE=1 SV=2"
"Q9NPH2-2;Q9NPH2-3;Q9NPH2",0.3940451881393818,0.05298392902825595,156,,,"Inositol-3-phosphate synthase 1","ISYNA1",2.3340708398E10,">sp|Q9NPH2-2|INO1_HUMAN Isoform 2 of Inositol-3-phosphate synthase 1 OS=Homo sapiens GN=ISYNA1;>sp|Q9NPH2-3|INO1_HUMAN Isoform 3 of Inositol-3-phosphate synthase 1 OS=Homo sapiens GN=ISYNA1;>sp|Q9NPH2|INO1_HUMAN Inositol-3-phosphate synthase 1 OS=Homo sapi"
"Q9Y6I4;Q9Y6I4-2",0.3939481234378023,0.048364015697640136,159,,,"Ubiquitin carboxyl-terminal hydrolase 3","USP3",1.020056043E10,">sp|Q9Y6I4|UBP3_HUMAN Ubiquitin carboxyl-terminal hydrolase 3 OS=Homo sapiens GN=USP3 PE=1 SV=2;>sp|Q9Y6I4-2|UBP3_HUMAN Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 3 OS=Homo sapiens GN=USP3"
"Q96ME7-3;Q96ME7;Q96ME7-2",0.3939390353192223,0.04746615865921053,74,,,"Zinc finger protein 512","ZNF512",1.913399553E10,">sp|Q96ME7-3|ZN512_HUMAN Isoform 3 of Zinc finger protein 512 OS=Homo sapiens GN=ZNF512;>sp|Q96ME7|ZN512_HUMAN Zinc finger protein 512 OS=Homo sapiens GN=ZNF512 PE=1 SV=2;>sp|Q96ME7-2|ZN512_HUMAN Isoform 2 of Zinc finger protein 512 OS=Homo sapiens GN=ZNF5"
"O95365",0.39363472416911865,0.03370164817620473,76,,,"Zinc finger and BTB domain-containing protein 7A","ZBTB7A",1.089328943E9,">sp|O95365|ZBT7A_HUMAN Zinc finger and BTB domain-containing protein 7A OS=Homo sapiens GN=ZBTB7A PE=1 SV=1"
"Q8IZD2-5;Q8IZD2-7;Q8IZD2;Q8IZD2-2;Q8IZD2-8;Q8IZD2-4",0.3936193137963185,0.03167871581341475,48,,,"Histone-lysine N-methyltransferase 2E","KMT2E",2.040579035E9,">sp|Q8IZD2-5|KMT2E_HUMAN Isoform 5 of Histone-lysine N-methyltransferase 2E OS=Homo sapiens GN=KMT2E;>sp|Q8IZD2-7|KMT2E_HUMAN Isoform 7 of Histone-lysine N-methyltransferase 2E OS=Homo sapiens GN=KMT2E;>sp|Q8IZD2|KMT2E_HUMAN Histone-lysine N-methyltransfer"
"Q9NSI2-2;Q9NSI2",0.39360483146394803,0.05835684593459242,136,,,"Protein FAM207A","FAM207A",3.674511125E9,">sp|Q9NSI2-2|F207A_HUMAN Isoform B of Protein FAM207A OS=Homo sapiens GN=FAM207A;>sp|Q9NSI2|F207A_HUMAN Protein FAM207A OS=Homo sapiens GN=FAM207A PE=1 SV=2"
"O60462-4;O60462-5;O60462-2;O60462-3;O60462;O60462-6",0.3935568949723586,0.022319486902132823,52,,,"Neuropilin-2","NRP2",1.751257871E10,">sp|O60462-4|NRP2_HUMAN Isoform B0 of Neuropilin-2 OS=Homo sapiens GN=NRP2;>sp|O60462-5|NRP2_HUMAN Isoform B5 of Neuropilin-2 OS=Homo sapiens GN=NRP2;>sp|O60462-2|NRP2_HUMAN Isoform A0 of Neuropilin-2 OS=Homo sapiens GN=NRP2;>sp|O60462-3|NRP2_HUMAN Isoform"
"Q9NY27;Q9NY27-3",0.39350457827540763,0.080910039381489,192,,,"Serine/threonine-protein phosphatase 4 regulatory subunit 2","PPP4R2",9.97994875E9,">sp|Q9NY27|PP4R2_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Homo sapiens GN=PPP4R2 PE=1 SV=3;>sp|Q9NY27-3|PP4R2_HUMAN Isoform 3 of Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Homo sapiens GN=PPP4R2"
"P48730-2",0.3934602993011579,0.06374365682366522,190,,,"Casein kinase I isoform delta","CSNK1D",8.52658457E9,">sp|P48730-2|KC1D_HUMAN Isoform 2 of Casein kinase I isoform delta OS=Homo sapiens GN=CSNK1D"
"Q86Y37;Q86Y37-2;Q86Y37-4",0.3934340619708006,0.027318433815452674,30,,,"CDK2-associated and cullin domain-containing protein 1","CACUL1",5.6826141E8,">sp|Q86Y37|CACL1_HUMAN CDK2-associated and cullin domain-containing protein 1 OS=Homo sapiens GN=CACUL1 PE=1 SV=1;>sp|Q86Y37-2|CACL1_HUMAN Isoform 2 of CDK2-associated and cullin domain-containing protein 1 OS=Homo sapiens GN=CACUL1;>sp|Q86Y37-4|CACL1_HUMA"
"Q96C24;Q96C24-2",0.3933495830073064,0.028400763642830066,54,,,"Synaptotagmin-like protein 4","SYTL4",7.37643558E9,">sp|Q96C24|SYTL4_HUMAN Synaptotagmin-like protein 4 OS=Homo sapiens GN=SYTL4 PE=1 SV=2;>sp|Q96C24-2|SYTL4_HUMAN Isoform 2 of Synaptotagmin-like protein 4 OS=Homo sapiens GN=SYTL4"
"Q7L7V1",0.39311427202827215,0.03241322826256205,38,,,"Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32","DHX32",5.10676803E8,">sp|Q7L7V1|DHX32_HUMAN Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32 OS=Homo sapiens GN=DHX32 PE=1 SV=1"
"P46020-2;P46020;P46020-3",0.3928894114116539,0.036125282807124376,84,,,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform","PHKA1",3.903615904E9,">sp|P46020-2|KPB1_HUMAN Isoform 2 of Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform OS=Homo sapiens GN=PHKA1;>sp|P46020|KPB1_HUMAN Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform OS=Homo sapiens GN=PHKA1 P"
"P68543-2;P68543",0.39282838711801094,0.028722032297943678,35,,,"UBX domain-containing protein 2A","UBXN2A",9.9293468E7,">sp|P68543-2|UBX2A_HUMAN Isoform 2 of UBX domain-containing protein 2A OS=Homo sapiens GN=UBXN2A;>sp|P68543|UBX2A_HUMAN UBX domain-containing protein 2A OS=Homo sapiens GN=UBXN2A PE=2 SV=1"
"Q7Z7L7",0.3927004537275695,0.029550285214248077,57,,,"Protein zer-1 homolog","ZER1",3.91726757E8,">sp|Q7Z7L7|ZER1_HUMAN Protein zer-1 homolog OS=Homo sapiens GN=ZER1 PE=1 SV=1"
"Q9UQR1",0.392665782688212,0.05293802854945937,127,,,"Zinc finger protein 148","ZNF148",4.354503874E9,">sp|Q9UQR1|ZN148_HUMAN Zinc finger protein 148 OS=Homo sapiens GN=ZNF148 PE=1 SV=2"
"O60941-7;O60941;O60941-4;O60941-6",0.3923582560249932,0.028614797480325953,52,,,"Dystrobrevin beta","DTNB",5.19570457E8,">sp|O60941-7|DTNB_HUMAN Isoform 7 of Dystrobrevin beta OS=Homo sapiens GN=DTNB;>sp|O60941|DTNB_HUMAN Dystrobrevin beta OS=Homo sapiens GN=DTNB PE=1 SV=1;>sp|O60941-4|DTNB_HUMAN Isoform 4 of Dystrobrevin beta OS=Homo sapiens GN=DTNB;>sp|O60941-6|DTNB_HUMAN"
"Q12929;Q12929-2",0.3923179056441319,0.048783035132854806,138,,,"Epidermal growth factor receptor kinase substrate 8","EPS8",4.397926857E9,">sp|Q12929|EPS8_HUMAN Epidermal growth factor receptor kinase substrate 8 OS=Homo sapiens GN=EPS8 PE=1 SV=1;>sp|Q12929-2|EPS8_HUMAN Isoform 2 of Epidermal growth factor receptor kinase substrate 8 OS=Homo sapiens GN=EPS8"
"Q9NR48-2;Q9NR48",0.39223677962045056,0.03694383527105455,66,,,"Histone-lysine N-methyltransferase ASH1L","ASH1L",6.437733473E9,">sp|Q9NR48-2|ASH1L_HUMAN Isoform 2 of Histone-lysine N-methyltransferase ASH1L OS=Homo sapiens GN=ASH1L;>sp|Q9NR48|ASH1L_HUMAN Histone-lysine N-methyltransferase ASH1L OS=Homo sapiens GN=ASH1L PE=1 SV=2"
"Q9UL54-2",0.39220510584613044,0.04470471628088819,84,,,"Serine/threonine-protein kinase TAO2","TAOK2",1.705717189E9,">sp|Q9UL54-2|TAOK2_HUMAN Isoform 2 of Serine/threonine-protein kinase TAO2 OS=Homo sapiens GN=TAOK2"
"P29597",0.39212966884773576,0.04422573161682311,92,,,"Non-receptor tyrosine-protein kinase TYK2","TYK2",1.078890541E9,">sp|P29597|TYK2_HUMAN Non-receptor tyrosine-protein kinase TYK2 OS=Homo sapiens GN=TYK2 PE=1 SV=3"
"P42224",0.39208352444982775,0.0617579242923897,288,,,"Signal transducer and activator of transcription 1-alpha/beta","STAT1",2.9984956737E11,">sp|P42224|STAT1_HUMAN Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens GN=STAT1 PE=1 SV=2"
"P35790;P35790-2",0.39200992354797237,0.01850362009339459,33,,,"Choline kinase alpha","CHKA",4.6418434E8,">sp|P35790|CHKA_HUMAN Choline kinase alpha OS=Homo sapiens GN=CHKA PE=1 SV=3;>sp|P35790-2|CHKA_HUMAN Isoform 2 of Choline kinase alpha OS=Homo sapiens GN=CHKA"
"Q6ZN28",0.3919897979241198,0.04014705045483968,72,,,"Metastasis-associated in colon cancer protein 1","MACC1",3.832505E8,">sp|Q6ZN28|MACC1_HUMAN Metastasis-associated in colon cancer protein 1 OS=Homo sapiens GN=MACC1 PE=1 SV=2"
"P08047;P08047-3;P08047-2",0.3919318770663185,0.04655086351445166,109,,,"Transcription factor Sp1","SP1",1.63763643E9,">sp|P08047|SP1_HUMAN Transcription factor Sp1 OS=Homo sapiens GN=SP1 PE=1 SV=3;>sp|P08047-3|SP1_HUMAN Isoform 3 of Transcription factor Sp1 OS=Homo sapiens GN=SP1;>sp|P08047-2|SP1_HUMAN Isoform 2 of Transcription factor Sp1 OS=Homo sapiens GN=SP1"
"P49069",0.3919174984438216,0.050250660632498195,69,,,"Calcium signal-modulating cyclophilin ligand","CAMLG",3.24823213E9,">sp|P49069|CAMLG_HUMAN Calcium signal-modulating cyclophilin ligand OS=Homo sapiens GN=CAMLG PE=1 SV=1"
"O00541;O00541-2",0.39183602492019187,0.08880360404283846,275,,,"Pescadillo homolog","PES1",5.990282744E10,">sp|O00541|PESC_HUMAN Pescadillo homolog OS=Homo sapiens GN=PES1 PE=1 SV=1;>sp|O00541-2|PESC_HUMAN Isoform 2 of Pescadillo homolog OS=Homo sapiens GN=PES1"
"Q5VZ66",0.3916991027678549,0.02364021709758083,49,,,"Janus kinase and microtubule-interacting protein 3","JAKMIP3",3.30811855E8,">sp|Q5VZ66|JKIP3_HUMAN Janus kinase and microtubule-interacting protein 3 OS=Homo sapiens GN=JAKMIP3 PE=2 SV=2"
"O94813-3;O94813-2;O94813",0.3916858413361758,0.014571035662474011,38,,,"Slit homolog 2 protein;Slit homolog 2 protein N-product;Slit homolog 2 protein C-product","SLIT2",9.70969636E9,">sp|O94813-3|SLIT2_HUMAN Isoform 3 of Slit homolog 2 protein OS=Homo sapiens GN=SLIT2;>sp|O94813-2|SLIT2_HUMAN Isoform 2 of Slit homolog 2 protein OS=Homo sapiens GN=SLIT2;>sp|O94813|SLIT2_HUMAN Slit homolog 2 protein OS=Homo sapiens GN=SLIT2 PE=1 SV=1"
"O75145-2;O75145",0.391638982369319,0.02601242638825147,45,,,"Liprin-alpha-3","PPFIA3",1.335152631E9,">sp|O75145-2|LIPA3_HUMAN Isoform 2 of Liprin-alpha-3 OS=Homo sapiens GN=PPFIA3;>sp|O75145|LIPA3_HUMAN Liprin-alpha-3 OS=Homo sapiens GN=PPFIA3 PE=1 SV=3"
"P07358",0.3915600311878948,0.029142694867859066,45,,,"Complement component C8 beta chain","C8B",1.150288854E10,">sp|P07358|CO8B_HUMAN Complement component C8 beta chain OS=Homo sapiens GN=C8B PE=1 SV=3"
"O76075;O76075-2",0.39151102540031535,0.04245355809666987,48,,,"DNA fragmentation factor subunit beta","DFFB",4.008696E8,">sp|O76075|DFFB_HUMAN DNA fragmentation factor subunit beta OS=Homo sapiens GN=DFFB PE=1 SV=1;>sp|O76075-2|DFFB_HUMAN Isoform Beta of DNA fragmentation factor subunit beta OS=Homo sapiens GN=DFFB"
"Q9BQ75-2;Q9BQ75",0.3914451852874098,0.050100712526848334,184,,,"Protein CMSS1","CMSS1",1.666168275E10,">sp|Q9BQ75-2|CMS1_HUMAN Isoform 2 of Protein CMSS1 OS=Homo sapiens GN=CMSS1;>sp|Q9BQ75|CMS1_HUMAN Protein CMSS1 OS=Homo sapiens GN=CMSS1 PE=1 SV=2"
"O75843",0.39143468289037237,0.05864904944949334,161,,,"AP-1 complex subunit gamma-like 2","AP1G2",1.110730135E10,">sp|O75843|AP1G2_HUMAN AP-1 complex subunit gamma-like 2 OS=Homo sapiens GN=AP1G2 PE=1 SV=1"
"A2RTX5;A2RTX5-2",0.39137091124091433,0.030197642316492072,64,,,"Probable threonine--tRNA ligase 2, cytoplasmic","TARSL2",3.0097981E8,">sp|A2RTX5|SYTC2_HUMAN Probable threonine--tRNA ligase 2, cytoplasmic OS=Homo sapiens GN=TARSL2 PE=1 SV=1;>sp|A2RTX5-2|SYTC2_HUMAN Isoform 2 of Probable threonine--tRNA ligase 2, cytoplasmic OS=Homo sapiens GN=TARSL2"
"Q96SB4",0.3910551613596338,0.057020381497447384,225,,,"SRSF protein kinase 1","SRPK1",3.3041278296E10,">sp|Q96SB4|SRPK1_HUMAN SRSF protein kinase 1 OS=Homo sapiens GN=SRPK1 PE=1 SV=2"
"Q53S58",0.3910020173698145,0.022830063898688958,37,,,"Transmembrane protein 177","TMEM177",1.37257352E9,">sp|Q53S58|TM177_HUMAN Transmembrane protein 177 OS=Homo sapiens GN=TMEM177 PE=2 SV=1"
"Q5VWN6;Q5VWN6-2",0.39088402916997744,0.03591652709291097,88,,,"Protein FAM208B","FAM208B",3.191782053E9,">sp|Q5VWN6|F208B_HUMAN Protein FAM208B OS=Homo sapiens GN=FAM208B PE=1 SV=1;>sp|Q5VWN6-2|F208B_HUMAN Isoform 2 of Protein FAM208B OS=Homo sapiens GN=FAM208B"
"Q86YR5-4;Q86YR5;Q86YR5-3",0.3907704699239651,0.026492271138842262,54,,,"G-protein-signaling modulator 1","GPSM1",1.08830166E9,">sp|Q86YR5-4|GPSM1_HUMAN Isoform 4 of G-protein-signaling modulator 1 OS=Homo sapiens GN=GPSM1;>sp|Q86YR5|GPSM1_HUMAN G-protein-signaling modulator 1 OS=Homo sapiens GN=GPSM1 PE=1 SV=2;>sp|Q86YR5-3|GPSM1_HUMAN Isoform 3 of G-protein-signaling modulator 1 O"
"Q6AWC2-4;Q6AWC2;Q6AWC2-6;Q6AWC2-2;Q6AWC2-5;Q6AWC2-3",0.3907602089929348,0.01628329937684263,34,,,"Protein WWC2","WWC2",4.9324639E8,">sp|Q6AWC2-4|WWC2_HUMAN Isoform 4 of Protein WWC2 OS=Homo sapiens GN=WWC2;>sp|Q6AWC2|WWC2_HUMAN Protein WWC2 OS=Homo sapiens GN=WWC2 PE=1 SV=2;>sp|Q6AWC2-6|WWC2_HUMAN Isoform 6 of Protein WWC2 OS=Homo sapiens GN=WWC2;>sp|Q6AWC2-2|WWC2_HUMAN Isoform 2 of Pr"
"Q9ULV3-5;Q9ULV3;Q9ULV3-2;Q9ULV3-3;Q9ULV3-4",0.39073824494430814,0.0583171072185366,98,,,"Cip1-interacting zinc finger protein","CIZ1",8.02843244E9,">sp|Q9ULV3-5|CIZ1_HUMAN Isoform 5 of Cip1-interacting zinc finger protein OS=Homo sapiens GN=CIZ1;>sp|Q9ULV3|CIZ1_HUMAN Cip1-interacting zinc finger protein OS=Homo sapiens GN=CIZ1 PE=1 SV=2;>sp|Q9ULV3-2|CIZ1_HUMAN Isoform 2 of Cip1-interacting zinc finger"
"Q9UPN6;Q9UPN6-2",0.3906755438785449,0.09422774522751687,225,,,"Protein SCAF8","SCAF8",1.614863829E10,">sp|Q9UPN6|SCAF8_HUMAN Protein SCAF8 OS=Homo sapiens GN=SCAF8 PE=1 SV=1;>sp|Q9UPN6-2|SCAF8_HUMAN Isoform 2 of Protein SCAF8 OS=Homo sapiens GN=SCAF8"
"Q8WUF5",0.3903657765291827,0.05601800564150073,128,,,"RelA-associated inhibitor","PPP1R13L",2.7900745534E10,">sp|Q8WUF5|IASPP_HUMAN RelA-associated inhibitor OS=Homo sapiens GN=PPP1R13L PE=1 SV=4"
"P41223;P41223-2",0.3903054112364049,0.05198230964732021,243,,,"Protein BUD31 homolog","BUD31",2.466273816E10,">sp|P41223|BUD31_HUMAN Protein BUD31 homolog OS=Homo sapiens GN=BUD31 PE=1 SV=2;>sp|P41223-2|BUD31_HUMAN Isoform 2 of Protein BUD31 homolog OS=Homo sapiens GN=BUD31"
"Q9UNF1;Q9UNF1-2",0.390300891391453,0.06762117854939076,252,,,"Melanoma-associated antigen D2","MAGED2",4.2848010032E10,">sp|Q9UNF1|MAGD2_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens GN=MAGED2 PE=1 SV=2;>sp|Q9UNF1-2|MAGD2_HUMAN Isoform 2 of Melanoma-associated antigen D2 OS=Homo sapiens GN=MAGED2"
"Q13191;Q13191-3;Q13191-2",0.3901942923333648,0.030177375684694207,54,,,"E3 ubiquitin-protein ligase CBL-B","CBLB",3.04632038E8,">sp|Q13191|CBLB_HUMAN E3 ubiquitin-protein ligase CBL-B OS=Homo sapiens GN=CBLB PE=1 SV=2;>sp|Q13191-3|CBLB_HUMAN Isoform Truncated 2 of E3 ubiquitin-protein ligase CBL-B OS=Homo sapiens GN=CBLB;>sp|Q13191-2|CBLB_HUMAN Isoform Truncated 1 of E3 ubiquitin-p"
"P00450",0.39018462253094105,0.04056942436186462,61,,,"Ceruloplasmin","CP",2.19810541E11,">sp|P00450|CERU_HUMAN Ceruloplasmin OS=Homo sapiens GN=CP PE=1 SV=1"
"O76041",0.3900963895990594,0.03263248370554201,91,,,"Nebulette","NEBL",4.97699773E9,">sp|O76041|NEBL_HUMAN Nebulette OS=Homo sapiens GN=NEBL PE=1 SV=1"
"Q86Y07;Q86Y07-5;Q86Y07-2;Q86Y07-4",0.3900761527198099,0.07151771515981939,153,,,"Serine/threonine-protein kinase VRK2","VRK2",6.146648953E9,">sp|Q86Y07|VRK2_HUMAN Serine/threonine-protein kinase VRK2 OS=Homo sapiens GN=VRK2 PE=1 SV=3;>sp|Q86Y07-5|VRK2_HUMAN Isoform 5 of Serine/threonine-protein kinase VRK2 OS=Homo sapiens GN=VRK2;>sp|Q86Y07-2|VRK2_HUMAN Isoform 2 of Serine/threonine-protein kin"
"Q5T0W9",0.3900187296866471,0.031876793004984826,56,,,"Protein FAM83B","FAM83B",2.362346937E9,">sp|Q5T0W9|FA83B_HUMAN Protein FAM83B OS=Homo sapiens GN=FAM83B PE=1 SV=1"
"O43567;O43567-2",0.3898555411739845,0.023948135768587554,34,,,"E3 ubiquitin-protein ligase RNF13","RNF13",5.406619E8,">sp|O43567|RNF13_HUMAN E3 ubiquitin-protein ligase RNF13 OS=Homo sapiens GN=RNF13 PE=1 SV=1;>sp|O43567-2|RNF13_HUMAN Isoform 2 of E3 ubiquitin-protein ligase RNF13 OS=Homo sapiens GN=RNF13"
"Q96DP5",0.3898516040141782,0.025607266048375,35,,,"Methionyl-tRNA formyltransferase, mitochondrial","MTFMT",8.7439684E8,">sp|Q96DP5|FMT_HUMAN Methionyl-tRNA formyltransferase, mitochondrial OS=Homo sapiens GN=MTFMT PE=1 SV=2"
"P12830;P12830-2",0.38980449601020944,0.029411458518743112,84,,,"Cadherin-1;E-Cad/CTF1;E-Cad/CTF2;E-Cad/CTF3","CDH1",2.680744743E10,">sp|P12830|CADH1_HUMAN Cadherin-1 OS=Homo sapiens GN=CDH1 PE=1 SV=3;>sp|P12830-2|CADH1_HUMAN Isoform 2 of Cadherin-1 OS=Homo sapiens GN=CDH1"
"Q9BRP1",0.38979343450316006,0.04922415600979916,161,,,"Programmed cell death protein 2-like","PDCD2L",3.23748127E9,">sp|Q9BRP1|PDD2L_HUMAN Programmed cell death protein 2-like OS=Homo sapiens GN=PDCD2L PE=1 SV=1"
"O95402",0.3897363345912737,0.026227094896595173,39,,,"Mediator of RNA polymerase II transcription subunit 26","MED26",3.66936043E8,">sp|O95402|MED26_HUMAN Mediator of RNA polymerase II transcription subunit 26 OS=Homo sapiens GN=MED26 PE=1 SV=2"
"O00194",0.38966662642355815,0.029750996076111865,61,,,"Ras-related protein Rab-27B","RAB27B",1.666237537E10,">sp|O00194|RB27B_HUMAN Ras-related protein Rab-27B OS=Homo sapiens GN=RAB27B PE=1 SV=4"
"P08473",0.3896453481572289,0.022216391964423664,42,,,"Neprilysin","MME",1.466433E9,">sp|P08473|NEP_HUMAN Neprilysin OS=Homo sapiens GN=MME PE=1 SV=2"
"Q9UK99-3;Q9UK99-2;Q9UK99",0.3895389755118017,0.03654006720092168,86,,,"F-box only protein 3","FBXO3",4.355986503E9,">sp|Q9UK99-3|FBX3_HUMAN Isoform 3 of F-box only protein 3 OS=Homo sapiens GN=FBXO3;>sp|Q9UK99-2|FBX3_HUMAN Isoform 2 of F-box only protein 3 OS=Homo sapiens GN=FBXO3;>sp|Q9UK99|FBX3_HUMAN F-box only protein 3 OS=Homo sapiens GN=FBXO3 PE=1 SV=3"
"P58004",0.38951005488307855,0.033800655910855314,59,,,"Sestrin-2","SESN2",2.3887751E8,">sp|P58004|SESN2_HUMAN Sestrin-2 OS=Homo sapiens GN=SESN2 PE=1 SV=1"
"Q8N5B7;Q8N5B7-2",0.3893748334987244,0.025846550123201684,33,,,"Ceramide synthase 5","CERS5",1.96555014E9,">sp|Q8N5B7|CERS5_HUMAN Ceramide synthase 5 OS=Homo sapiens GN=CERS5 PE=2 SV=1;>sp|Q8N5B7-2|CERS5_HUMAN Isoform 2 of Ceramide synthase 5 OS=Homo sapiens GN=CERS5"
"Q8N5C8-2;Q8N5C8",0.3893656771188189,0.023448269708176307,77,,,"TGF-beta-activated kinase 1 and MAP3K7-binding protein 3","TAB3",4.3388565466E10,">sp|Q8N5C8-2|TAB3_HUMAN Isoform 2 of TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 OS=Homo sapiens GN=TAB3;>sp|Q8N5C8|TAB3_HUMAN TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 OS=Homo sapiens GN=TAB3 PE=1 SV=2"
"Q86TC9;Q86TC9-2",0.38928175757935646,0.02195180129273596,38,,,"Myopalladin","MYPN",3.82653071E9,">sp|Q86TC9|MYPN_HUMAN Myopalladin OS=Homo sapiens GN=MYPN PE=1 SV=2;>sp|Q86TC9-2|MYPN_HUMAN Isoform 2 of Myopalladin OS=Homo sapiens GN=MYPN"
"Q9ULG1",0.3892174623477917,0.039551062984690716,102,,,"DNA helicase INO80","INO80",8.824946712E9,">sp|Q9ULG1|INO80_HUMAN DNA helicase INO80 OS=Homo sapiens GN=INO80 PE=1 SV=2"
"Q13243;Q13243-3;Q13243-2",0.3891362587135189,0.061112652173105436,255,,,"Serine/arginine-rich splicing factor 5","SRSF5",3.4718404235E10,">sp|Q13243|SRSF5_HUMAN Serine/arginine-rich splicing factor 5 OS=Homo sapiens GN=SRSF5 PE=1 SV=1;>sp|Q13243-3|SRSF5_HUMAN Isoform SRP40-4 of Serine/arginine-rich splicing factor 5 OS=Homo sapiens GN=SRSF5;>sp|Q13243-2|SRSF5_HUMAN Isoform SRP40-2 of Serine/"
"Q96RJ3;Q96RJ3-2",0.3891287888243665,0.030462091324546484,38,,,"Tumor necrosis factor receptor superfamily member 13C","TNFRSF13C",1.9853209E8,">sp|Q96RJ3|TR13C_HUMAN Tumor necrosis factor receptor superfamily member 13C OS=Homo sapiens GN=TNFRSF13C PE=1 SV=1;>sp|Q96RJ3-2|TR13C_HUMAN Isoform 2 of Tumor necrosis factor receptor superfamily member 13C OS=Homo sapiens GN=TNFRSF13C"
"O14519;O14519-2",0.3890515578287193,0.03827987037753199,100,,,"Cyclin-dependent kinase 2-associated protein 1","CDK2AP1",2.26119209E9,">sp|O14519|CDKA1_HUMAN Cyclin-dependent kinase 2-associated protein 1 OS=Homo sapiens GN=CDK2AP1 PE=1 SV=1;>sp|O14519-2|CDKA1_HUMAN Isoform 2 of Cyclin-dependent kinase 2-associated protein 1 OS=Homo sapiens GN=CDK2AP1"
"Q8IVG5",0.3890426395223894,0.05408707610856085,124,,,"Sterile alpha motif domain-containing protein 9-like","SAMD9L",1.119042973E10,">sp|Q8IVG5|SAM9L_HUMAN Sterile alpha motif domain-containing protein 9-like OS=Homo sapiens GN=SAMD9L PE=1 SV=2"
"Q08380",0.3890291822707663,0.055941120712988304,131,,,"Galectin-3-binding protein","LGALS3BP",3.3533919902E10,">sp|Q08380|LG3BP_HUMAN Galectin-3-binding protein OS=Homo sapiens GN=LGALS3BP PE=1 SV=1"
"Q8N335",0.38883436573590835,0.03334696991542315,107,,,"Glycerol-3-phosphate dehydrogenase 1-like protein","GPD1L",1.2959284265E10,">sp|Q8N335|GPD1L_HUMAN Glycerol-3-phosphate dehydrogenase 1-like protein OS=Homo sapiens GN=GPD1L PE=1 SV=1"
"Q96BI1",0.3887123790779488,0.022764912616784077,45,,,"Solute carrier family 22 member 18","SLC22A18",1.22643337E9,">sp|Q96BI1|S22AI_HUMAN Solute carrier family 22 member 18 OS=Homo sapiens GN=SLC22A18 PE=1 SV=3"
