Protein_IDs,Progulon_ID,Mean_RF_score,Score_StDev,Training_label,Used_for_positive_training,Feature_count,Protein_names,Gene_names,Summed_intensities,prot_in_prn,Manual_annotation,Highlight_genes
Q8TC07-2;Q8TC07;Q8TC07-3,P28,0.507617922626399,0.073636944679062,,,219,TBC1 domain family member 15,TBC1D15,32367188898,yes,Other vesicle trafficking,
Q9UJU6;Q9UJU6-5,P28,0.507234680850108,0.091910877619004,,,283,Drebrin-like protein,DBNL,116512640669,yes,Regulation of actin cytoskeleton,
Q9P2A4,P28,0.506543336915651,0.069013816069026,,,98,ABI gene family member 3,ABI3,6892929085,yes,,
Q96CV9;Q96CV9-2;Q96CV9-3,P28,0.506469797444529,0.061477867400876,,,168,Optineurin,OPTN,10045052166,yes,Other vesicle trafficking,
P61163,P28,0.506442093807931,0.091690331144503,,,272,Alpha-centractin,ACTR1A,187847411483,yes,Microtubule-based vesicle motility,
O95476,P28,0.506440989999392,0.058856068284606,,,90,CTD nuclear envelope phosphatase 1,CTDNEP1,1329960680,yes,,
O15371;O15371-3,P28,0.506402169036822,0.101602057980541,,,262,Eukaryotic translation initiation factor 3 subunit D,EIF3D,176372813740,yes,,
Q9UKY7;Q9UKY7-2,P28,0.506012360890876,0.078221068161644,,,245,Protein CDV3 homolog,CDV3,123051585672,yes,,
Q7L311,P28,0.505937063431551,0.048214687492055,,,46,Armadillo repeat-containing X-linked protein 2,ARMCX2,10398763905,yes,,
Q8WUR7;Q8WUR7-2;Q8WUR7-3,P28,0.505638138662854,0.083301119656403,,,127,UPF0235 protein C15orf40,C15orf40,1994818490,yes,Uncharacterised,
Q9NWV8;Q9NWV8-3,P28,0.50539607572178,0.06464971867534,,,141,BRISC and BRCA1-A complex member 1,BABAM1,4015920696,yes,,
Q9GZY6,P28,0.505016025159218,0.057642226800001,,,87,Linker for activation of T-cells family member 2,LAT2,2545809780,yes,,
Q92572,P28,0.504899670302189,0.076664496041336,,,168,AP-3 complex subunit sigma-1,AP3S1,19002787777,yes,,
Q9Y259,P28,0.504889840118112,0.078147301839904,,,116,Choline/ethanolamine kinase,CHKB,1262784960,yes,,
Q96RF0-2;Q96RF0-3;Q96RF0,P28,0.504876680776432,0.041502799488791,,,84,Sorting nexin-18,SNX18,4158914941,yes,,
P14543;P14543-2,P28,0.504527188353847,0.061082200961768,,,70,Nidogen-1,NID1,103335060920,yes,,
Q9Y2I8;Q9Y2I8-2;Q9Y2I8-3,P28,0.504436261317895,0.032153858091534,,,62,WD repeat-containing protein 37,WDR37,979674580,yes,,
O94804,P28,0.504391889913214,0.087199312965796,,,201,Serine/threonine-protein kinase 10,STK10,29156805784,yes,,
P30566;P30566-2,P28,0.504113885999652,0.08582111265745,,,279,Adenylosuccinate lyase,ADSL,93364461310,yes,,
Q9NSK0;Q9NSK0-5;Q9NSK0-4,P28,0.504105372977161,0.036478934372962,,,100,Kinesin light chain 4,KLC4,4836307750,yes,Microtubule-based vesicle motility,
O94973,P28,0.504046843207061,0.084013493047735,,,230,AP-2 complex subunit alpha-2,AP2A2,55540965820,yes,Other vesicle trafficking,
Q96T49;Q96T49-2,P28,0.503787587385331,0.046490665214695,,,72,Protein phosphatase 1 regulatory inhibitor subunit 16B,PPP1R16B,254095010,yes,,
P62333,P28,0.503703269350935,0.097168218801576,,,288,26S protease regulatory subunit 10B,PSMC6,247834660180,yes,,
Q14161;Q14161-5;Q14161-8;Q14161-3;Q14161-4;Q14161-7;Q14161-9;Q14161-6;Q14161-11;Q14161-2,P28,0.503492874272306,0.069750620336236,,,147,ARF GTPase-activating protein GIT2,GIT2,3757379241,yes,,
P35590,P28,0.503295707819989,0.054647239165935,,,45,Tyrosine-protein kinase receptor Tie-1,TIE1,37503052300,yes,,
Q9NZB2;Q9NZB2-6;Q9NZB2-4,P28,0.503156647143764,0.103891130898056,,,241,Constitutive coactivator of PPAR-gamma-like protein 1,FAM120A,79155785091,yes,,
Q9H0F7;Q9H0F7-2,P28,0.503132789689991,0.04700669778236,,,88,ADP-ribosylation factor-like protein 6,ARL6,723602444,yes,,
Q9NR31;Q9NR31-2,P28,0.502974546597639,0.072875043215105,,,269,GTP-binding protein SAR1a,SAR1A,170064820940,yes,Other vesicle trafficking,SAR1A
O14896;O14896-2,P28,0.502807172678127,0.071559406022652,,,64,Interferon regulatory factor 6,IRF6,16676106900,yes,,
Q8TAG9;Q8TAG9-2,P28,0.502758308071973,0.064274606844209,,,127,Exocyst complex component 6,EXOC6,2392782226,yes,Exocyst complex,
Q5T0F9-2;Q5T0F9;Q5T0F9-3,P28,0.502701393512518,0.052326255817143,,,133,Coiled-coil and C2 domain-containing protein 1B,CC2D1B,2327567717,yes,,
P37275-3;P37275-4;P37275-5;P37275;P37275-2,P28,0.502658222439524,0.055028436880594,,,48,Zinc finger E-box-binding homeobox 1,ZEB1,1823658947,yes,,
O00399,P28,0.502654031407498,0.063435802780069,,,144,Dynactin subunit 6,DCTN6,6017614560,yes,Microtubule-based vesicle motility,
Q9BTU6,P28,0.502429773685219,0.081692689216053,,,173,Phosphatidylinositol 4-kinase type 2-alpha,PI4K2A,10258008770,yes,,
Q9H5Q4,P28,0.50238577503162,0.078542435149313,,,171,"Dimethyladenosine transferase 2, mitochondrial",TFB2M,11945797741,yes,,
Q9HC07;Q9HC07-2,P28,0.50233384882324,0.064632339209536,,,154,Transmembrane protein 165,TMEM165,6255185870,yes,,
P40189;P40189-3,P28,0.502247165815685,0.053598349560799,,,60,Interleukin-6 receptor subunit beta,IL6ST,15045986480,yes,,
P51813,P28,0.502211156965882,0.05820621099879,,,35,Cytoplasmic tyrosine-protein kinase BMX,BMX,16844575780,yes,,
Q13077;Q13077-2,P28,0.502014572769483,0.08202049124445,,,74,TNF receptor-associated factor 1,TRAF1,3060234000,yes,,
Q86UE4,P28,0.50201033482334,0.070198247498468,,,252,Protein LYRIC,MTDH,81261204400,yes,Regulation of actin cytoskeleton,
Q15811-8;Q15811;Q15811-9;Q15811-4;Q15811-10;Q15811-7;Q15811-2;Q15811-12;Q15811-3;Q15811-11;Q15811-6;Q15811-13;Q15811-5,P28,0.501926246523474,0.053455978127328,,,76,Intersectin-1,ITSN1,8708734062,yes,,
Q8ND71,P28,0.501847604111852,0.049146289785958,,,40,GTPase IMAP family member 8,GIMAP8,11059553000,yes,,
Q8WVP5,P28,0.50176383173077,0.055408682459746,,,66,Tumor necrosis factor alpha-induced protein 8-like protein 1,TNFAIP8L1,3189826960,yes,,
O60921;O60921-2,P28,0.5017194877492,0.04492019619867,,,85,Checkpoint protein HUS1,HUS1,2982038452,yes,,
P05362,P28,0.501713704996409,0.07500614339936,,,145,Intercellular adhesion molecule 1,ICAM1,46139168670,yes,,
P40616;P40616-2,P28,0.501679487769031,0.101353539501658,,,232,ADP-ribosylation factor-like protein 1,ARL1,53838328790,yes,,
P11308-4;P11308;P11308-1;P11308-5;P11308-2,P28,0.50138381593731,0.056038490708769,,,37,Transcriptional regulator ERG,ERG,15706235800,yes,,
O95236-2;O95236,P28,0.501282846610717,0.050164804406922,,,32,Apolipoprotein L3,APOL3,2123107050,yes,,
Q5T160,P28,0.501280701631792,0.086345263519239,,,140,"Probable arginine--tRNA ligase, mitochondrial",RARS2,3763879637,yes,,
Q6ZXV5-2;Q6ZXV5,P28,0.501255377015136,0.070743219414645,,,131,Transmembrane and TPR repeat-containing protein 3,TMTC3,14537200344,yes,,
Q6GYQ0;Q6GYQ0-7;Q6GYQ0-5;Q6GYQ0-6,P28,0.501254395303783,0.051435730870461,,,129,Ral GTPase-activating protein subunit alpha-1,RALGAPA1,3590757556,yes,,
P35579;P35579-2,P28,0.501215605065005,0.086502880031384,,,294,Myosin-9,MYH9,8104070928000,yes,,
Q9Y613,P28,0.501150109306381,0.121091960921679,,,209,FH1/FH2 domain-containing protein 1,FHOD1,33468579645,yes,Regulation of actin cytoskeleton,
O95819,P28,0.50109910818284,0.046607036275256,,,32,Mitogen-activated protein kinase kinase kinase kinase 4,MAP4K4,1465812400,yes,,
Q9Y2L5;Q9Y2L5-2,P28,0.500944590615688,0.06627208335359,,,157,Trafficking protein particle complex subunit 8,TRAPPC8,3500119190,yes,Other vesicle trafficking,
O00401,P28,0.500898287405122,0.051954498245401,,,72,Neural Wiskott-Aldrich syndrome protein,WASL,5703679440,yes,,
Q71UM5,P28,0.500841325644647,0.065987935962355,,,194,40S ribosomal protein S27-like,RPS27L,38075255909,yes,,
Q13459;Q13459-2,P28,0.50023100246867,0.098772403411752,,,187,Unconventional myosin-IXb,MYO9B,15983526570,yes,,
P52564;P52564-2,P28,0.50021108130797,0.051496786888884,,,75,Dual specificity mitogen-activated protein kinase kinase 6,MAP2K6,805978560,yes,,
P48307-2;P48307,P28,0.500129051283693,0.056577951287629,,,39,Tissue factor pathway inhibitor 2,TFPI2,6700478700,yes,,
